Entrez	Gene Symbol	Ensembl ID	P-value
3949	LDLR	ENSG00000130164	5.62e-09
79012	CAMKV	ENSG00000164076	1.68e-07
388335	TMEM220	ENSG00000187824	9.53e-07
4846	NOS3	ENSG00000164867	3.57e-06
171023	ASXL1	ENSG00000171456	7.36e-06
10019	SH2B3	ENSG00000111252	7.79e-06
7517	XRCC3	ENSG00000126215	2.39e-05
57830	KRTAP5-8	ENSG00000241233	2.4e-05
9534	ZNF254	ENSG00000213096	3.22e-05
321	APBA2	ENSG00000276495	3.25e-05
84513	PLPP5	ENSG00000147535	3.72e-05
324	APC	ENSG00000134982	4.03e-05
644139	PIRT	ENSG00000233670	4.17e-05
728568	C12orf73	ENSG00000204954	4.38e-05
56244	BTNL2	ENSG00000275798	4.4e-05
1482	NKX2-5	ENSG00000183072	5.12e-05
93273	LEMD1	ENSG00000186007	5.15e-05
10277	UBE4B	ENSG00000130939	5.62e-05
55958	KLHL9	ENSG00000198642	5.65e-05
80024	SLC8B1	ENSG00000089060	6.16e-05
4902	NRTN	ENSG00000171119	7.06e-05
4033	IRAG2	ENSG00000118308	7.25e-05
9373	PLAA	ENSG00000137055	7.47e-05
57507	ZNF608	ENSG00000168916	8.06e-05
23347	SMCHD1	ENSG00000101596	8.6e-05
