Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	6e-152	0.180914
2646	GCKR	2e-117	0.110104
8854	ALDH1A2	5e-95	0.101721
85440	DOCK7	2e-78	0.0917852
57794	SUGP1	4e-51	0.133168
4018	LPA	6e-51	0.129634
341	APOC1	2.9999999999999997e-47	0.0705329
9388	LIPG	6e-27	0.219617
19	ABCA1	1e-16	0.0441516
5819	NECTIN2	8e-14	0.0809475
7158	TP53BP1	1e-13	0.110059
1952	CELSR2	6e-13	0.0403857
3083	HGFAC	8e-13	0.0346882
1071	CETP	2e-11	0.040935
6927	HNF1A	2e-10	0.0306624
6580	SLC22A1	5e-10	0.0569732
55616	ASAP3	1e-09	0.0431274
