Entrez	Gene Symbol	P-value	Beta
8029	CUBN	7e-114	0.193
1373	CPS1	5e-15	0.017
9784	SNX17	5e-14	0.016
83938	LRMDA	2e-13	0.018
2523	FUT1	1e-12	0.016
10576	CCT2	1e-12	0.015
130026	ICA1L	2e-12	0.018
4306	NR3C2	3e-12	0.014
54622	ARL15	8e-12	0.015
1286	COL4A4	3e-11	0.021
9960	USP3	4e-10	0.017
84890	ADO	8e-10	0.013
10283	CWC27	8e-10	0.015
80267	EDEM3	1e-09	0.045
4926	NUMA1	1e-09	0.012
8028	MLLT10	2e-09	0.013
57619	SHROOM3	2e-09	0.012
4634	MYL3	8e-09	0.023
57597	BAHCC1	9e-09	0.012
55154	MSTO1	1e-08	0.017
26053	AUTS2	1e-08	0.015
84961	FBXL20	1e-08	0.012
124997	WDR81	2e-08	0.075
81846	SBF2	2e-08	0.011
140685	ZBTB46	2e-08	0.012
26289	AK5	3e-08	0.012
10874	NMU	4e-08	0.012
