Entrez	Gene Symbol	Ensembl ID	P-value
25992	SNED1	ENSG00000162804	4.48e-06
4607	MYBPC3	ENSG00000134571	6e-06
10861	SLC26A1	ENSG00000145217	8.29e-06
126859	AXDND1	ENSG00000162779	1.42e-05
9620	CELSR1	ENSG00000075275	1.96e-05
4704	NDUFA9	ENSG00000139180	3.55e-05
6872	TAF1	ENSG00000147133	5.6e-05
1266	CNN3	ENSG00000117519	6.36e-05
7088	TLE1	ENSG00000196781	7.42e-05
2020	EN2	ENSG00000164778	7.7e-05
55662	HIF1AN	ENSG00000166135	7.92e-05
5494	PPM1A	ENSG00000100614	8.55e-05
11259	FILIP1L	ENSG00000168386	9.19e-05
