Entrez	Gene Symbol	P-value	Beta
79068	FTO	3e-241	0.0591
8200	GDF5	3e-57	0.0281
2696	GIPR	3e-56	0.0318
134359	POC5	1e-47	0.0242
7021	TFAP2B	2e-47	0.0289
124446	TMEM219	9e-47	0.0315
23017	FAIM2	2e-46	0.0247
84456	L3MBTL3	6e-45	0.03
115	ADCY9	8.000000000000001e-45	0.024
153241	CEP120	4e-44	0.023
5324	PLAG1	2e-41	0.0353
54901	CDKAL1	6e-33	0.0233
898	CCNE1	9.000000000000001e-29	0.022
6581	SLC22A3	1.9999999999999998e-26	0.0181
3480	IGF1R	1.9999999999999998e-26	0.0193
22992	KDM2A	3.9999999999999996e-26	0.0395
79915	ATAD5	9e-26	0.0236
54805	CNNM2	8.999999999999998e-25	0.0248
57211	ADGRG6	9e-24	0.0176
9369	NRXN3	1.0000000000000001e-23	0.0252
5915	RARB	1.0000000000000001e-23	0.0167
10075	HUWE1	3e-23	0.0134
117154	DACH2	4.0000000000000004e-23	0.0135
8546	AP3B1	5e-23	0.0212
2202	EFEMP1	1e-22	0.0189
51144	HSD17B12	2e-22	0.0177
2646	GCKR	4e-22	0.0161
57497	LRFN2	5e-22	0.0167
9312	KCNB2	9e-22	0.0174
57623	ZFAT	9e-22	0.0166
8817	FGF18	1e-21	0.0204
5295	PIK3R1	2e-21	0.0157
5607	MAP2K5	2e-21	0.0171
57594	HOMEZ	8e-21	0.0159
55831	EMC3	2e-20	0.0164
7227	TRPS1	3e-20	0.016
127579	DCST2	3e-20	0.0205
896	CCND3	3e-20	0.0394
56957	OTUD7B	4e-20	0.0168
596	BCL2	1e-19	0.0153
124274	GPR139	3e-19	0.0166
23493	HEY2	8e-19	0.0151
57153	SLC44A2	9e-19	0.0151
81794	ADAMTS10	1e-18	0.0506
27327	TNRC6A	1e-18	0.0189
59338	PLEKHA1	2e-18	0.0145
56941	HMCES	2e-18	0.017
7157	TP53	4e-18	0.0819
744	MPPED2	4e-18	0.0178
57578	UNC79	7e-18	0.015
158038	LINGO2	8e-18	0.0159
1912	PHC2	9e-18	0.0164
10644	IGF2BP2	9e-18	0.0284
5893	RAD52	3e-17	0.0212
7187	TRAF3	3e-17	0.0144
253559	CADM2	3e-17	0.0187
2780	GNAT2	4e-17	0.0549
339479	BRINP3	4e-17	0.0141
100101267	POM121C	5e-17	0.0187
22955	SCMH1	6e-17	0.0203
5784	PTPN14	7e-17	0.0139
131034	CPNE4	9e-17	0.0167
10207	PATJ	1e-16	0.0297
5443	POMC	1e-16	0.017
9866	TRIM66	2e-16	0.0148
26053	AUTS2	2e-16	0.0142
23635	SSBP2	2e-16	0.0157
51019	WASHC3	3e-16	0.0208
2475	MTOR	3e-16	0.0171
5874	RAB27B	3e-16	0.0155
23373	CRTC1	5e-16	0.0156
9472	AKAP6	7e-16	0.0144
54881	TEX10	7e-16	0.0175
8028	MLLT10	9e-16	0.0178
55118	CRTAC1	1e-15	0.0167
54800	KLHL24	2e-15	0.0143
5069	PAPPA	3e-15	0.0208
96459	FNIP1	4e-15	0.0134
4782	NFIC	5e-15	0.0144
23338	JADE2	8e-15	0.013
23365	ARHGEF12	8e-15	0.0165
55743	CHFR	1e-14	0.0148
5649	RELN	1e-14	0.0129
9267	CYTH1	1e-14	0.0129
7042	TGFB2	1e-14	0.0142
10608	MXD4	3e-14	0.0159
23112	TNRC6B	3e-14	0.0129
