Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	1e-200	0.436425
4059	BCAM	1e-200	0.437177
8854	ALDH1A2	2e-101	0.103187
255738	PCSK9	3e-78	0.328522
1952	CELSR2	7e-67	0.0952981
28	ABO	1e-27	0.0647746
23460	ABCA6	6e-25	0.159592
10452	TOMM40	1.0000000000000001e-23	0.117958
53345	TM6SF2	4.0000000000000004e-23	0.0865347
64241	ABCG8	6e-21	0.0461712
9388	LIPG	7e-15	0.156144
6927	HNF1A	2e-13	0.0367161
6597	SMARCA4	2e-12	0.156026
6580	SLC22A1	4e-12	0.0400874
64757	MTARC1	9e-12	0.0342801
57678	GPAM	3e-11	0.034101
146894	CD300LG	6e-11	0.0855459
6311	ATXN2	6e-11	0.0302742
6484	ST3GAL4	9e-11	0.0484497
221037	JMJD1C	1e-10	0.0297457
90634	N4BP2L1	2e-10	0.0307653
85440	DOCK7	3e-10	0.0302137
3250	HPR	4e-10	0.0369414
350	APOH	8e-10	0.082116
