Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	1e-200	0.211031
4023	LPL	2e-143	0.19341
4018	LPA	2e-104	0.183573
338	APOB	1e-83	0.109532
2646	GCKR	1e-79	0.0885697
51085	MLXIPL	8e-57	0.106569
85440	DOCK7	9e-52	0.0747441
51129	ANGPTL4	5e-47	0.235942
57794	SUGP1	4e-35	0.10727
341	APOC1	8.999999999999998e-25	0.0555596
2590	GALNT2	1e-20	0.0436758
7158	TP53BP1	2e-20	0.134756
146894	CD300LG	1e-17	0.11173
84870	RSPO3	2e-15	0.0366125
4299	AFF1	1e-14	0.0361669
3083	HGFAC	2e-13	0.0348678
8289	ARID1A	3e-13	0.112458
221037	JMJD1C	4e-13	0.0332279
53345	TM6SF2	1e-10	0.133748
54536	EXOC6	2e-10	0.0296818
6804	STX1A	2e-10	0.0671168
80790	CMIP	9e-10	0.0305458
