Entrez	Gene Symbol	P-value	Beta
348	APOE	1e-200	0.255494
8882	ZPR1	9e-141	0.167456
4023	LPL	6e-94	0.153094
2646	GCKR	2e-68	0.0804042
51085	MLXIPL	3e-53	0.10267
9415	FADS2	1e-48	0.068839
51129	ANGPTL4	2e-47	0.232442
85440	DOCK7	3e-34	0.0575968
4018	LPA	5e-27	0.0789409
1952	CELSR2	9e-24	0.054393
7158	TP53BP1	9e-22	0.136898
22837	COBLL1	6e-21	0.0432649
146894	CD300LG	1e-20	0.119452
9688	NUP93	8e-20	0.14711
9114	ATP6V0D1	1e-14	0.0932037
8567	MADD	4e-14	0.0395594
134359	POC5	4e-14	0.0353966
144347	RFLNA	4e-13	0.033396
80790	CMIP	5e-13	0.0353118
6854	SYN2	7e-13	0.133032
4299	AFF1	5e-12	0.0316942
949	SCARB1	6e-12	0.0335502
84870	RSPO3	2e-10	0.0671347
29958	DMGDH	2e-10	0.0291695
10144	FAM13A	2e-10	0.0293064
