Entrez	Gene Symbol	P-value	Beta
2524	FUT2	1e-71	1.25
2550	GABBR1	7e-12	0.5892
6484	ST3GAL4	1e-08	1.13
81617	CAB39L	3e-07	0.1797
81696	OR5V1	5e-07	0.267
56981	PRDM11	7e-07	0.5058
56606	SLC2A9	8e-07	0.3311
6091	ROBO1	1e-06	2.532
3093	UBE2K	1e-06	0.1558
63893	UBE2O	2e-06	0.782
9369	NRXN3	3e-06	0.1131
3707	ITPKB	3e-06	0.0901
51131	PHF11	3e-06	0.1508
440279	UNC13C	4e-06	0.5042
3106	HLA-B	4e-06	0.1022
50507	NOX4	5e-06	0.2604
23645	PPP1R15A	5e-06	0.0742
3479	IGF1	7e-06	1.2171
5991	RFX3	7e-06	0.827
255027	MPV17L	7e-06	0.5549
55351	STK32B	7e-06	0.4769
201895	SMIM14	9e-06	0.143
2331	FMOD	9e-06	0.2187
29922	NME7	9e-06	0.0739
