Entrez	Gene Symbol	P-value	Beta
27439	TMEM121B	0.0	
3676	ITGA4	0.0	
3394	IRF8	0.0	
6184	RPN1	0.0	
2322	FLT3	0.0	
597	BCL2A1	3e-294	
2029	ENSA	3.0000000000000002e-239	
1021	CDK6	2e-219	
3106	HLA-B	1e-216	
4069	LYZ	3e-184	
91662	NLRP12	6e-176	
5159	PDGFRB	5.0000000000000005e-158	
1053	CEBPE	6e-156	
3783	KCNN4	9e-120	
79966	SCD5	6e-119	
56952	PRTFDC1	9e-119	
29091	STXBP6	1e-116	
4055	LTBR	4e-109	
1524	CX3CR1	5e-108	
53944	CSNK1G1	8e-101	
55289	ACOXL	2e-93	
23495	TNFRSF13B	2e-92	
10767	HBS1L	1e-80	
596	BCL2	1e-76	
896	CCND3	2.9999999999999995e-70	
4046	LSP1	3e-60	
2651	GCNT2	4e-59	
85464	SSH2	7e-59	
10673	TNFSF13B	5.000000000000001e-58	
7227	TRPS1	1e-57	
23236	PLCB1	9.999999999999999e-55	
1240	CMKLR1	5e-48	
3822	KLRC2	2e-47	
6239	RREB1	5e-42	
2859	GPR35	5e-42	
9862	MED24	5.0000000000000005e-39	
8698	S1PR4	6e-38	
11072	DUSP14	8e-38	
79722	ANKRD55	2e-35	
4026	LPP	3e-34	
221395	ADGRF5	8.000000000000001e-34	
79890	RIN3	9e-34	
2113	ETS1	3e-32	
9150	CTDP1	6e-32	
23293	SMG6	1e-31	
5922	RASA2	7.999999999999999e-30	
10581	IFITM2	1.0000000000000001e-29	
10109	ARPC2	2.0000000000000002e-29	
30845	EHD3	3e-29	
115	ADCY9	4.0000000000000003e-29	
5293	PIK3CD	9.999999999999999e-29	
111	ADCY5	9.999999999999999e-29	
54855	TENT5C	1.9999999999999997e-28	
55248	PACC1	3e-28	
6513	SLC2A1	3e-28	
2077	ERF	1.9999999999999998e-26	
8844	KSR1	3e-26	
10260	DENND4A	3e-26	
129080	EMID1	7.9999999999999985e-25	
2078	ERG	3e-24	
3626	INHBC	5e-24	
11177	BAZ1A	5e-24	
3570	IL6R	1.0000000000000001e-23	
5878	RAB5C	2.0000000000000002e-23	
196740	VSTM4	3e-23	
55213	RCBTB1	3e-23	
9586	CREB5	3e-22	
164668	APOBEC3H	4e-22	
7791	ZYX	6e-22	
54838	WBP1L	7e-22	
84166	NLRC5	7e-22	
79865	TREML2	2e-21	
10326	SIRPB1	3e-21	
2323	FLT3LG	1e-20	
421	ARVCF	1e-20	
4066	LYL1	2e-20	
89910	UBE3B	8e-20	
57710	KIAA1614	1e-19	
10066	SCAMP2	1e-19	
80149	ZC3H12A	1e-19	
23507	LRRC8B	3e-19	
4217	MAP3K5	2e-18	
220064	LTO1	2e-18	
91768	CABLES1	6e-18	
282809	POC1B	7e-18	
11282	MGAT4B	7e-18	
5596	MAPK4	9e-18	
54502	RBM47	1e-17	
861	RUNX1	1e-17	
440590	ZYG11A	3e-17	
94	ACVRL1	3e-17	
8797	TNFRSF10A	4e-17	
81619	TSPAN14	4e-17	
9658	ZNF516	6e-17	
3815	KIT	7e-17	
286053	NSMCE2	1e-16	
445815	PALM2AKAP2	1e-16	
26112	CCDC69	2e-16	
4690	NCK1	2e-16	
5581	PRKCE	2e-16	
55843	ARHGAP15	3e-16	
25775	YWHAH-AS1	3e-16	
4261	CIITA	3e-16	
79149	ZSCAN5A	1e-15	
25798	BRI3	1e-15	
10526	IPO8	2e-15	
6934	TCF7L2	3e-15	
2175	FANCA	4e-15	
2185	PTK2B	6e-15	
23169	SLC35D1	6e-15	
283849	EXOC3L1	8e-15	
860	RUNX2	9e-15	
27113	BBC3	1e-14	
155185	AMZ1	1e-14	
5029	P2RY2	2e-14	
6850	SYK	3e-14	
8061	FOSL1	4e-14	
11030	RBPMS	6e-14	
64761	PARP12	7e-14	
83637	ZMIZ2	2e-13	
124540	MSI2	2e-13	
7704	ZBTB16	2e-13	
22874	PLEKHA6	2e-13	
56910	STARD7	3e-13	
79137	RETREG2	3e-13	
7094	TLN1	3e-13	
5297	PI4KA	4e-13	
23139	MAST2	5e-13	
23108	RAP1GAP2	5e-13	
64123	ADGRL4	7e-13	
9513	FXR2	7e-13	
59269	HIVEP3	8e-13	
8882	ZPR1	1e-12	
29992	PILRA	1e-12	
56034	PDGFC	1e-12	
81575	APOLD1	2e-12	
4211	MEIS1	2e-12	
23030	KDM4B	2e-12	
57621	ZBTB2	3e-12	
1316	KLF6	3e-12	
10217	CTDSPL	3e-12	
10249	GLYAT	4e-12	
26959	HBP1	4e-12	
25803	SPDEF	5e-12	
84888	SPPL2A	6e-12	
9612	NCOR2	9e-12	
57636	ARHGAP23	1e-11	
3096	HIVEP1	1e-11	
23214	XPO6	1e-11	
56987	BBX	2e-11	
6581	SLC22A3	2e-11	
83483	PLVAP	2e-11	
4659	PPP1R12A	2e-11	
55277	FGGY	2e-11	
29969	MDFIC	3e-11	
9033	PKD2L1	3e-11	
10666	CD226	3e-11	
1803	DPP4	3e-11	
7415	VCP	3e-11	
79792	GSDMD	3e-11	
165829	GPR156	4e-11	
196	AHR	5e-11	
8997	KALRN	5e-11	
3475	IFRD1	6e-11	
2734	GLG1	9e-11	
6484	ST3GAL4	1e-10	
286	ANK1	1e-10	
121512	FGD4	1e-10	
7050	TGIF1	1e-10	
162967	ZNF320	1e-10	
115727	RASGRP4	1e-10	
29780	PARVB	2e-10	
22987	SV2C	2e-10	
23365	ARHGEF12	2e-10	
2335	FN1	2e-10	
5272	SERPINB9	2e-10	
3308	HSPA4	2e-10	
688	KLF5	2e-10	
7903	ST8SIA4	3e-10	
10236	HNRNPR	3e-10	
93010	B3GNT7	3e-10	
4676	NAP1L4	3e-10	
23338	JADE2	4e-10	
3635	INPP5D	4e-10	
54994	GID8	5e-10	
55798	METTL2B	5e-10	
4005	LMO2	7e-10	
2122	MECOM	7e-10	
55576	STAB2	8e-10	
2646	GCKR	9e-10	
