Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	2e-207	0.1752
348	APOE	2e-127	0.1325
2646	GCKR	8.999999999999999e-96	0.0867
85440	DOCK7	1e-46	0.0602
53345	TM6SF2	1e-44	0.1101
255738	PCSK9	2e-44	0.2038
9031	BAZ1B	4e-27	0.0667
3502	IGHG3	2e-21	0.0549
51129	ANGPTL4	2e-19	0.1387
3156	HMGCR	2e-19	0.0364
3482	IGF2R	9e-18	0.0681
5265	SERPINA1	8e-17	0.1267
4299	AFF1	6e-16	0.032
28983	TMPRSS11E	2e-14	0.0382
8701	DNAH11	1e-13	0.0362
126695	KDF1	2e-13	0.0946
2621	GAS6	3e-12	0.0303
144108	SPTY2D1	7e-12	0.0298
55219	MACO1	1e-11	0.0275
7227	TRPS1	1e-11	0.0299
64241	ABCG8	3e-11	0.0546
7018	TF	5e-10	0.0315
10599	SLCO1B1	5e-10	0.0338
158219	TTC39B	1e-09	0.0325
29881	NPC1L1	1e-09	0.033
