Entrez	Gene Symbol	P-value	Beta
79068	FTO	4e-40	0.0842
23017	FAIM2	2e-12	0.0484
109	ADCY3	2e-12	0.0452
10658	CELF1	1e-10	0.0447
134359	POC5	7e-10	0.0436
29919	RMC1	2e-09	0.0396
253559	CADM2	5e-09	0.05
2272	FHIT	2e-08	0.0522
9425	CDYL	5e-08	0.9437
23705	CADM1	5e-08	0.3034
5991	RFX3	1e-07	0.0968
2792	GNGT1	1e-07	0.037
11273	ATXN2L	2e-07	0.0339
5607	MAP2K5	3e-07	0.0429
23211	ZC3H4	3e-07	0.0352
55626	AMBRA1	3e-07	0.0448
1740	DLG2	4e-07	0.1545
9369	NRXN3	5e-07	0.04
9057	SLC7A6	5e-07	0.0384
5581	PRKCE	5e-07	0.0388
115	ADCY9	6e-07	0.0326
4035	LRP1	9e-07	0.0334
146212	KCTD19	1e-06	0.0333
57536	KIAA1328	1e-06	1.0105
23373	CRTC1	1e-06	0.0341
1889	ECE1	1e-06	0.1663
774	CACNA1B	1e-06	1.177
147660	ZNF578	1e-06	0.6546
100526767	RNF103-CHMP3	1e-06	0.0369
51	ACOX1	2e-06	0.0593
5587	PRKD1	2e-06	0.0778
24148	PRPF6	2e-06	0.5368
6695	SPOCK1	2e-06	1.025
4010	LMX1B	2e-06	0.0342
2802	GOLGA3	2e-06	0.0369
3700	ITIH4	2e-06	0.0486
29951	PDZRN4	3e-06	0.0314
22864	R3HDM2	3e-06	0.0675
81488	POLR2M	3e-06	0.2621
4593	MUSK	3e-06	0.0314
1112	FOXN3	4e-06	0.0902
10846	PDE10A	4e-06	0.1849
338811	TAFA2	4e-06	0.3102
5611	DNAJC3	4e-06	0.9027
8728	ADAM19	4e-06	0.2086
339479	BRINP3	5e-06	0.0312
9638	FEZ1	5e-06	0.3593
5592	PRKG1	6e-06	0.6985
92949	ADAMTSL1	6e-06	0.6226
80179	MYO19	6e-06	0.0291
914	CD2	7e-06	0.4438
23254	KAZN	7e-06	0.18
57630	SH3RF1	7e-06	1.5532
2107	ETF1	7e-06	0.8301
1310	COL19A1	7e-06	1.282
9751	SNPH	7e-06	0.1152
256076	COL6A5	7e-06	0.0618
284	ANGPT1	7e-06	0.0552
7092	TLL1	7e-06	0.562
22906	TRAK1	8e-06	0.0765
9786	KIAA0586	8e-06	0.2854
4133	MAP2	8e-06	0.4478
57553	MICAL3	8e-06	0.4064
81696	OR5V1	8e-06	0.994
256356	GK5	8e-06	0.9182
10049	DNAJB6	9e-06	0.0672
