Entrez	Gene Symbol	Ensembl ID	P-value
10350	ABCA9	ENSG00000154258	3.57e-06
284697	BTBD8	ENSG00000189195	6.98e-06
54929	TMEM161A	ENSG00000064545	1.38e-05
7697	ZNF138	ENSG00000197008	1.39e-05
146	ADRA1D	ENSG00000171873	1.47e-05
4285	MIPEP	ENSG00000027001	1.76e-05
8743	TNFSF10	ENSG00000121858	1.81e-05
79979	TRMT2B	ENSG00000188917	2.15e-05
388341	LRRC75A	ENSG00000181350	2.16e-05
57674	RNF213	ENSG00000173821	3.11e-05
7363	UGT2B4	ENSG00000156096	3.7e-05
10602	CDC42EP3	ENSG00000163171	3.8e-05
100820829	MYZAP	ENSG00000263155	5.17e-05
150280	HORMAD2	ENSG00000176635	5.85e-05
566	AZU1	ENSG00000278624	7.01e-05
