Entrez	Gene Symbol	P-value	Beta
5819	NECTIN2	0.0	0.374075
1952	CELSR2	3e-80	0.0909029
8854	ALDH1A2	5.999999999999999e-70	0.0742366
255738	PCSK9	2e-68	0.265257
746	TMEM258	2e-59	0.0678024
3156	HMGCR	4e-36	0.0511736
53345	TM6SF2	9e-35	0.0932778
1071	CETP	1e-33	0.054778
9388	LIPG	3.9999999999999994e-28	0.191514
28	ABO	1e-27	0.0562474
64241	ABCG8	1e-22	0.0418817
85440	DOCK7	1e-21	0.0397458
19	ABCA1	1e-21	0.0431989
4023	LPL	1e-18	0.058638
23460	ABCA6	2e-17	0.113518
2646	GCKR	4e-16	0.0331689
341	APOC1	1e-15	0.153111
1742	DLG4	1e-14	0.229827
6311	ATXN2	2e-14	0.0305352
64757	MTARC1	2e-14	0.0334873
3117	HLA-DQA1	3e-14	0.0430803
57678	GPAM	6e-14	0.0333645
146894	CD300LG	9e-14	0.0850539
3172	HNF4A	1e-13	0.0864156
2524	FUT2	2e-13	0.0294309
5971	RELB	2e-12	0.235788
8347	H2BC4	5e-12	0.0530411
125931	CEACAM20	1e-11	0.0602909
6631	SNRPC	1e-11	0.0464891
3482	IGF2R	2e-11	0.0373609
23279	NUP160	4e-11	0.0291525
3250	HPR	4e-11	0.0339206
51129	ANGPTL4	5e-11	0.0937846
1209	CLPTM1	2e-10	0.121163
6597	SMARCA4	2e-10	0.122323
22895	RPH3A	7e-10	0.0275214
1456	CSNK1G3	9e-10	0.0246007
10219	KLRG1	1e-09	0.029168
57523	NYNRIN	1e-09	0.0244731
84310	C7orf50	4e-09	0.0282924
338	APOB	4e-09	0.0236971
158219	TTC39B	7e-09	0.0278861
4018	LPA	8e-09	0.0310652
7150	TOP1	1e-08	0.0226259
23624	CBLC	2e-08	0.109228
6484	ST3GAL4	3e-08	0.0360594
28983	TMPRSS11E	4e-08	0.0255976
90634	N4BP2L1	4e-08	0.0231538
64116	SLC39A8	5e-08	0.0414386
