Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	5.07e-145
1071	CETP	ENSG00000087237	7.67e-87
4018	LPA	ENSG00000198670	3.48e-72
338	APOB	ENSG00000084674	1.07e-65
11183	MAP4K5	ENSG00000012983	2.61e-62
51085	MLXIPL	ENSG00000009950	1.75e-59
9031	BAZ1B	ENSG00000009954	5.439999999999999e-52
255738	PCSK9	ENSG00000169174	1.03e-45
350	APOH	ENSG00000091583	9.89e-40
6580	SLC22A1	ENSG00000175003	7.400000000000001e-35
4023	LPL	ENSG00000175445	1.15e-34
84226	C2orf16	ENSG00000221843	6.23e-30
11321	GPN1	ENSG00000198522	1.2100000000000001e-29
116519	APOA5	ENSG00000110243	6.09e-29
8882	ZPR1	ENSG00000109917	7.11e-29
23460	ABCA6	ENSG00000154262	6.49e-27
84811	BUD13	ENSG00000137656	9.06e-27
26160	IFT172	ENSG00000138002	4.08e-22
345	APOC3	ENSG00000110245	1.24e-21
3990	LIPC	ENSG00000166035	1.07e-20
3949	LDLR	ENSG00000130164	1.07e-20
169436	STKLD1	ENSG00000281245	3.22e-17
337	APOA4	ENSG00000110244	1.98e-16
5049	PAFAH1B2	ENSG00000168092	4.75e-16
221037	JMJD1C	ENSG00000171988	5.37e-16
23461	ABCA5	ENSG00000154265	6.25e-16
146894	CD300LG	ENSG00000161649	3.16e-13
51129	ANGPTL4	ENSG00000167772	4.74e-13
57159	TRIM54	ENSG00000138100	5.94e-13
5340	PLG	ENSG00000122194	1.32e-12
29989	OBP2B	ENSG00000280584	1.98e-12
29780	PARVB	ENSG00000188677	7.38e-12
80339	PNPLA3	ENSG00000100344	9.9e-12
5468	PPARG	ENSG00000132170	1.17e-11
84277	DNAJC30	ENSG00000176410	1.71e-10
9709	HERPUD1	ENSG00000051108	1.73e-10
8884	SLC5A6	ENSG00000138074	2.12e-10
83650	SLC35G5	ENSG00000285084	2.34e-10
22837	COBLL1	ENSG00000082438	3.5e-10
6494	SIPA1	ENSG00000213445	4.1e-10
94137	RP1L1	ENSG00000183638	5.03e-10
6581	SLC22A3	ENSG00000146477	5.55e-10
587	BCAT2	ENSG00000105552	8.69e-10
22932	POMZP3	ENSG00000276464	1.6e-09
78992	YIPF2	ENSG00000130733	2.35e-09
5265	SERPINA1	ENSG00000277377	2.52e-09
115752	DIS3L	ENSG00000166938	2.61e-09
64241	ABCG8	ENSG00000143921	5.03e-09
9919	SEC16A	ENSG00000148396	5.94e-09
54905	CYP2W1	ENSG00000073067	6.78e-09
5729	PTGDR	ENSG00000168229	2.21e-08
2911	GRM1	ENSG00000152822	7.87e-08
8481	OFD1	ENSG00000046651	4.93e-07
57763	ANKRA2	ENSG00000164331	5.79e-07
338657	CENATAC	ENSG00000280975	7.19e-07
5452	POU2F2	ENSG00000028277	9.52e-07
