Entrez	Gene Symbol	Ensembl ID	P-value
81027	TUBB1	ENSG00000101162	0.0
948	CD36	ENSG00000135218	5e-31
6427	SRSF2	ENSG00000161547	1e-22
116519	APOA5	ENSG00000110243	4e-17
54790	TET2	ENSG00000168769	4e-17
140876	RIPOR3	ENSG00000042062	4e-17
80739	MPIG6B	ENSG00000237459	3e-14
4864	NPC1	ENSG00000141458	5e-14
3717	JAK2	ENSG00000096968	8e-12
63897	HEATR6	ENSG00000068097	8e-12
8328	GFI1B	ENSG00000165702	2e-11
27329	ANGPTL3	ENSG00000132855	2e-10
9909	DENND4B	ENSG00000198837	2e-10
23166	STAB1	ENSG00000010327	2e-09
80005	DOCK5	ENSG00000147459	3e-09
2815	GP9	ENSG00000169704	1e-08
4023	LPL	ENSG00000175445	8e-08
7277	TUBA4A	ENSG00000127824	2e-07
148932	MOB3C	ENSG00000142961	2e-07
81704	DOCK8	ENSG00000107099	4e-07
2812	GP1BB	ENSG00000203618	4e-07
117143	TADA1	ENSG00000152382	6e-07
4091	SMAD6	ENSG00000137834	7e-07
57140	RNPEPL1	ENSG00000142327	1e-06
51294	PCDH12	ENSG00000113555	1e-06
5777	PTPN6	ENSG00000111679	4e-06
114786	XKR4	ENSG00000206579	6e-06
51379	CRLF3	ENSG00000176390	8e-06
10788	IQGAP2	ENSG00000145703	8e-06
79890	RIN3	ENSG00000100599	8e-06
10066	SCAMP2	ENSG00000140497	9e-06
2516	NR5A1	ENSG00000136931	1e-05
64781	CERK	ENSG00000100422	1e-05
51429	SNX9	ENSG00000130340	1e-05
7171	TPM4	ENSG00000167460	1e-05
392	ARHGAP1	ENSG00000175220	1e-05
163259	DENND2C	ENSG00000175984	1e-05
9124	PDLIM1	ENSG00000107438	3e-05
1796	DOK1	ENSG00000115325	3e-05
57666	FBRSL1	ENSG00000112787	3e-05
5795	PTPRJ	ENSG00000149177	4e-05
150468	CKAP2L	ENSG00000169607	4e-05
11252	PACSIN2	ENSG00000100266	6e-05
4778	NFE2	ENSG00000123405	6e-05
6938	TCF12	ENSG00000140262	6e-05
1848	DUSP6	ENSG00000139318	7e-05
23218	NBEAL2	ENSG00000160796	8e-05
9703	BLTP2	ENSG00000007202	8e-05
8821	INPP4B	ENSG00000109452	8e-05
375033	PEAR1	ENSG00000187800	9e-05
2814	GP5	ENSG00000178732	9e-05
