Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.7518
3949	LDLR	0.0	0.2262
4059	BCAM	0.0	0.3767
5819	NECTIN2	0.0	0.2678
255738	PCSK9	0.0	0.4501
10452	TOMM40	0.0	0.2341
338	APOB	2e-316	0.2335
26974	ZNF285	8.999999999999999e-244	0.2089
341	APOC1	1e-219	0.2668
1952	CELSR2	2e-205	0.0737
6301	SARS1	5e-192	0.1387
4018	LPA	2e-178	0.1284
343263	MYBPHL	1.0000000000000001e-163	0.1176
53345	TM6SF2	1e-161	0.1224
2646	GCKR	3e-157	0.0657
6597	SMARCA4	2e-146	0.0708
25959	KANK2	3e-128	0.0614
116519	APOA5	3e-120	0.1148
3250	HPR	9.000000000000001e-105	0.0661
100129278	TDRD15	7e-78	0.1141
1785	DNM2	5.000000000000001e-75	0.0476
23358	USP24	9e-74	0.1928
94039	ZNF101	4e-69	0.0737
1071	CETP	6e-67	0.0504
10053	AP1M2	2e-57	0.0785
6484	ST3GAL4	2e-55	0.0702
6580	SLC22A1	7e-55	0.0479
432	ASGR1	2e-53	0.0471
2773	GNAI3	1e-51	0.1311
5608	MAP2K6	1e-51	0.1136
60526	LDAH	7e-49	0.0899
9415	FADS2	4e-46	0.0513
64241	ABCG8	8.000000000000001e-45	0.0433
284348	LYPD5	1e-44	0.0921
284612	SYPL2	4.999999999999999e-44	0.1374
65095	KRI1	1e-43	0.145
93436	ARMC6	5e-41	0.0742
3482	IGF2R	1e-40	0.0637
350	APOH	1e-40	0.094
342908	ZNF404	8e-36	0.1228
6582	SLC22A2	8e-36	0.0438
271	AMPD2	3e-35	0.1478
10221	TRIB1	2.0000000000000003e-34	0.038
8890	EIF2B4	6e-33	0.0307
11129	CLASRP	3.0000000000000003e-31	0.0787
675	BRCA2	5e-30	0.033
169436	STKLD1	5.0000000000000004e-29	0.0468
6581	SLC22A3	9.999999999999999e-29	0.1447
51085	MLXIPL	1e-27	0.0641
57535	ELAPOR1	3e-27	0.0444
10349	ABCA10	3e-27	0.0385
5971	RELB	3e-27	0.0327
337	APOA4	6e-27	0.1027
2523	FUT1	9.999999999999999e-27	0.0283
342372	PKD1L3	3e-26	0.0346
10498	CARM1	3e-26	0.0348
4023	LPL	7.999999999999999e-26	0.0948
9785	DHX38	1.0000000000000001e-23	0.0822
84875	PARP10	2.0000000000000002e-23	0.0243
9310	ZNF235	4.0000000000000004e-23	0.104
134359	POC5	8.000000000000001e-23	0.0286
8189	SYMPK	1e-22	0.0432
114609	TIRAP	5e-22	0.0811
6884	TAF13	6e-22	0.0476
1209	CLPTM1	2e-21	0.0637
949	SCARB1	2e-21	0.0322
29989	OBP2B	4e-21	0.0371
51092	SIDT2	8e-21	0.0368
3995	FADS3	2e-20	0.0253
8701	DNAH11	3e-20	0.0219
37	ACADVL	8e-20	0.037
125931	CEACAM20	1e-19	0.45
5190	PEX6	2e-19	0.022
28	ABO	2e-19	0.0432
51301	GCNT4	3e-19	0.0358
51141	INSIG2	8e-19	0.0413
10726	NUDC	1e-18	0.0382
164	AP1G1	1e-18	0.0483
57463	AMIGO1	2e-18	0.1271
51143	DYNC1LI1	2e-18	0.0385
6734	SRPRA	2e-18	0.0327
147699	PPM1N	2e-18	0.0331
8439	NSMAF	2e-17	0.0225
23621	BACE1	2e-17	0.0649
64342	HS1BP3	2e-17	0.0578
7150	TOP1	5e-17	0.0271
728780	ANKDD1B	6e-17	0.0403
3098	HK1	6e-17	0.0297
8854	ALDH1A2	6e-17	0.0251
463	ZFHX3	6e-17	0.0478
57787	MARK4	8e-17	0.0516
57035	RSRP1	8e-17	0.0231
130271	PLEKHH2	9e-17	0.0382
7227	TRPS1	1e-16	0.0206
56269	IRGC	6e-16	0.067
3083	HGFAC	7e-16	0.0323
6006	RHCE	7e-16	0.0272
9033	PKD2L1	8e-16	0.0252
4690	NCK1	1e-15	0.0236
5686	PSMA5	1e-15	0.0845
746	TMEM258	1e-15	0.0263
5578	PRKCA	1e-15	0.0604
56895	AGPAT4	2e-15	0.0572
90634	N4BP2L1	2e-15	0.02
9101	USP8	2e-15	0.0325
9159	PCSK7	5e-15	0.0258
6814	STXBP3	5e-15	0.0713
55119	PRPF38B	6e-15	0.0902
2524	FUT2	8e-15	0.0372
5265	SERPINA1	8e-15	0.0439
9516	LITAF	9e-15	0.0355
7436	VLDLR	2e-14	0.0361
57404	CYP20A1	2e-14	0.0263
6272	SORT1	2e-14	0.0728
2039	DMTN	3e-14	0.0279
2068	ERCC2	4e-14	0.0459
83449	PMFBP1	6e-14	0.0689
3172	HNF4A	6e-14	0.0518
28983	TMPRSS11E	8e-14	0.0199
23369	PUM2	8e-14	0.0215
9577	BABAM2	9e-14	0.0281
745	MYRF	1e-13	0.0205
22864	R3HDM2	1e-13	0.0325
22950	SLC4A1AP	1e-13	0.0403
80207	OPA3	2e-13	0.0481
29886	SNX8	2e-13	0.1454
9545	RAB3D	2e-13	0.0474
255809	C19orf38	2e-13	0.0343
125	ADH1B	3e-13	0.0567
64240	ABCG5	3e-13	0.0202
57718	PPP4R4	4e-13	0.0442
5140	PDE3B	5e-13	0.2696
602	BCL3	5e-13	0.16
5468	PPARG	1e-12	0.0211
23301	EHBP1	1e-12	0.0217
10848	PPP1R13L	1e-12	0.0405
23011	RAB21	1e-12	0.0617
9798	IST1	1e-12	0.0582
51657	STYXL1	2e-12	0.0224
1463	NCAN	2e-12	0.0414
6311	ATXN2	4e-12	0.0168
57153	SLC44A2	5e-12	0.0214
5331	PLCB3	5e-12	0.034
91937	TIMD4	6e-12	0.0305
2874	GPS2	6e-12	0.0445
32	ACACB	7e-12	0.1901
162979	ZNF296	8e-12	0.062
2590	GALNT2	1e-11	0.0205
