Entrez	Gene Symbol	P-value	Beta
348	APOE	3e-124	0.1305
8882	ZPR1	6e-105	0.1238
255738	PCSK9	3e-57	0.2324
388323	GLTPD2	2.0000000000000002e-29	0.2115
85440	DOCK7	1e-27	0.0457
53345	TM6SF2	8.999999999999998e-25	0.0806
19	ABCA1	4.0000000000000004e-23	0.0473
84310	C7orf50	4.0000000000000004e-23	0.0485
3156	HMGCR	1e-18	0.0352
8701	DNAH11	2e-17	0.0414
3502	IGHG3	4e-16	0.047
6927	HNF1A	5e-16	0.0337
5265	SERPINA1	9e-16	0.1221
144108	SPTY2D1	2e-15	0.0342
3482	IGF2R	1e-14	0.0613
28983	TMPRSS11E	6e-14	0.0375
4299	AFF1	4e-13	0.0292
158219	TTC39B	5e-13	0.0383
126695	KDF1	1e-12	0.0908
350	APOH	1e-11	0.0955
7227	TRPS1	1e-11	0.0298
64241	ABCG8	7e-11	0.0294
55219	MACO1	9e-11	0.0263
6514	SLC2A2	3e-10	0.0368
675	BRCA2	5e-10	0.0247
