Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.316
85440	DOCK7	1e-102	0.0899
255738	PCSK9	7e-87	0.2883
2646	GCKR	4e-52	0.0632
53345	TM6SF2	1e-51	0.1184
9388	LIPG	3e-46	0.2822
19	ABCA1	1.9999999999999998e-32	0.0557
64241	ABCG8	9.999999999999999e-29	0.0911
10019	SH2B3	1e-19	0.0384
4023	LPL	4e-15	0.038
55219	MACO1	1e-14	0.0312
28983	TMPRSS11E	1e-14	0.0389
9415	FADS2	9e-14	0.0307
3482	IGF2R	2e-13	0.0571
8701	DNAH11	3e-13	0.0356
7227	TRPS1	1e-12	0.0314
2444	FRK	1e-11	0.0291
51085	MLXIPL	1e-11	0.0416
3172	HNF4A	2e-11	0.0767
9785	DHX38	3e-11	0.0325
8647	ABCB11	4e-11	0.0272
84310	C7orf50	6e-11	0.0355
2217	FCGRT	9e-11	0.0377
126695	KDF1	1e-10	0.0831
29881	NPC1L1	1e-10	0.0347
220972	MARCHF8	2e-10	0.0273
23119	HIC2	2e-10	0.0274
