Entrez	Gene Symbol	Ensembl ID	P-value
54790	TET2	ENSG00000168769	2.37e-07
84061	MAGT1	ENSG00000102158	1.64e-05
57128	LYRM4	ENSG00000214113	1.86e-05
25913	POT1	ENSG00000128513	2.26e-05
114805	GALNT13	ENSG00000144278	2.38e-05
284697	BTBD8	ENSG00000189195	2.64e-05
7411	VBP1	ENSG00000155959	3.04e-05
7006	TEC	ENSG00000135605	3.7e-05
126068	ZNF441	ENSG00000197044	5.26e-05
390265	OR10G7	ENSG00000182634	5.41e-05
353091	RAET1G	ENSG00000203722	5.42e-05
389158	PLSCR5	ENSG00000231213	7.97e-05
5270	SERPINE2	ENSG00000135919	8.9e-05
5802	PTPRS	ENSG00000105426	9.22e-05
