Entrez	Gene Symbol	Ensembl ID	P-value
1677	DFFB	ENSG00000169598	3.7200000000000003e-66
3717	JAK2	ENSG00000096968	3.56e-60
3043	HBB	ENSG00000244734	4.76e-47
6708	SPTA1	ENSG00000163554	1.09e-43
5426	POLE	ENSG00000177084	4.34e-39
6005	RHAG	ENSG00000112077	6.120000000000001e-37
286	ANK1	ENSG00000029534	4.49e-29
6521	SLC4A1	ENSG00000004939	6.49e-29
6710	SPTB	ENSG00000070182	1.47e-23
79866	BORA	ENSG00000136122	6.17e-22
1890	TYMP	ENSG00000025708	1.6e-20
23451	SF3B1	ENSG00000115524	4.8e-18
7866	IFRD2	ENSG00000214706	9.04e-18
51750	RTEL1	ENSG00000258366	2.49e-17
1874	E2F4	ENSG00000205250	3.57e-17
5933	RBL1	ENSG00000080839	1.61e-16
2782	GNB1	ENSG00000078369	2.46e-16
56997	COQ8A	ENSG00000163050	8.95e-16
7015	TERT	ENSG00000164362	9.89e-15
79733	E2F8	ENSG00000129173	1.24e-14
10107	TRIM10	ENSG00000237703	2.18e-14
63922	CHTF18	ENSG00000127586	2.78e-13
10483	SEC23B	ENSG00000101310	5.96e-13
759	CA1	ENSG00000133742	1.18e-12
9857	CEP350	ENSG00000135837	1.4e-12
345	APOC3	ENSG00000110245	2.53e-12
25914	RTTN	ENSG00000176225	3.23e-12
171023	ASXL1	ENSG00000171456	4.05e-12
343406	OR10R2	ENSG00000198965	6.12e-12
6199	RPS6KB2	ENSG00000175634	6.64e-12
63967	CLSPN	ENSG00000092853	6.9e-12
6427	SRSF2	ENSG00000161547	9.62e-12
7832	BTG2	ENSG00000159388	1.54e-11
3040	HBA2	ENSG00000188536	1.67e-11
