Entrez	Gene Symbol	P-value	Beta
348	APOE	2e-315	0.3016
85440	DOCK7	1e-102	0.0897
255738	PCSK9	2e-83	0.2823
53345	TM6SF2	1e-61	0.1298
9415	FADS2	3e-61	0.068
2646	GCKR	1e-59	0.0678
9388	LIPG	2e-46	0.2829
19	ABCA1	4.999999999999999e-32	0.0553
64241	ABCG8	2e-27	0.089
10019	SH2B3	1e-19	0.0383
28983	TMPRSS11E	3e-16	0.0413
4023	LPL	2e-15	0.0386
7629	ZNF76	5e-15	0.0417
51085	MLXIPL	7e-14	0.0457
55219	MACO1	1e-13	0.0301
7227	TRPS1	7e-13	0.0317
8701	DNAH11	2e-12	0.0338
3482	IGF2R	2e-11	0.0521
84310	C7orf50	4e-11	0.0357
2444	FRK	4e-11	0.0282
3172	HNF4A	4e-11	0.0753
9785	DHX38	5e-11	0.0321
2217	FCGRT	2e-10	0.037
126695	KDF1	3e-10	0.0811
8647	ABCB11	4e-10	0.0258
23119	HIC2	8e-10	0.0263
29881	NPC1L1	9e-10	0.0329
8435	SOAT2	1e-09	0.0376
220972	MARCHF8	1e-09	0.0261
675	BRCA2	1e-09	0.0292
