Entrez	Gene Symbol	P-value	Beta
79068	FTO	3e-25	0.058
4018	LPA	8.000000000000001e-23	0.104
1026	CDKN1A	3e-22	0.068
149563	SRARP	8e-15	0.048
9531	BAG3	9e-14	0.05
79933	SYNPO2L	7e-13	0.056
26249	KLHL3	2e-10	0.042
2186	BPTF	2e-10	0.061
23293	SMG6	1e-09	0.037
26010	SPATS2L	1e-09	0.034
817	CAMK2D	2e-09	0.037
949	SCARB1	2e-09	0.046
100101267	POM121C	6e-09	0.04
9839	ZEB2	7e-09	0.043
5587	PRKD1	1e-08	0.031
55188	RIC8B	1e-08	0.032
5409	PNMT	2e-08	0.033
54497	HEATR5B	2e-08	0.039
64116	SLC39A8	2e-08	0.037
375056	MIA3	2e-08	0.034
8189	SYMPK	3e-08	0.074
55023	PHIP	3e-08	0.032
221692	PHACTR1	3e-08	0.031
