Entrez	Gene Symbol	P-value	Beta
64241	ABCG8	0.0	0.8073
7104	TM4SF4	9e-53	0.1251
3172	HNF4A	2e-38	0.3186
987	LRBA	1e-36	0.116
5244	ABCB4	2e-36	0.1386
6822	SULT2A1	4.999999999999999e-32	0.1553
2646	GCKR	1e-22	0.0819
5265	SERPINA1	9e-21	0.3236
6927	HNF1A	6e-20	0.0762
221035	REEP3	8e-18	0.0713
158219	TTC39B	1e-17	0.1158
55107	ANO1	2e-15	0.1141
9516	LITAF	3e-15	0.0682
8189	SYMPK	5e-12	0.0712
10430	TMEM147	8e-12	0.06
6928	HNF1B	1e-11	0.076
80339	PNPLA3	4e-10	0.0616
57619	SHROOM3	5e-10	0.0525
6555	SLC10A2	1e-09	0.0757
79068	FTO	1e-09	0.0528
25953	PNKD	3e-09	0.0501
23112	TNRC6B	1e-08	0.048
157680	VPS13B	1e-08	0.3513
23677	SH3BP4	1e-08	0.0543
221955	DAGLB	2e-08	0.0551
11015	KDELR3	4e-08	0.0464
