Entrez	Gene Symbol	P-value	Beta
965	CD58	5e-70	1.2987
7132	TNFRSF1A	2e-47	1.1494253
127281	PRXL2B	2e-36	1.1367512
11262	SP140	3e-33	1.1423
8740	TNFSF14	8e-33	1.1546
81671	VMP1	4e-31	1.1163
7813	EVI5	3e-30	1.1300713
60468	BACH2	8.000000000000001e-29	1.1543345
6774	STAT3	1.9999999999999997e-28	1.114082
3575	IL7R	1.9999999999999997e-28	1.1268876
116028	RMI2	1.0000000000000001e-23	1.1463
57178	ZMIZ1	2.0000000000000002e-23	1.1009579
6911	TBX6	1e-21	1.0943314
10636	RGS14	3e-21	1.1041
55765	INAVA	6e-21	1.1049
9657	IQCB1	5e-20	1.0948
5594	MAPK1	1e-19	1.0893
51741	WWOX	1e-19	1.107
10301	DLEU1	1e-19	1.2276
150962	PUS10	2e-19	1.0953
1591	CYP24A1	2e-19	1.0919415
51513	ETV7	3e-19	1.1299435
9844	ELMO1	5e-19	1.1460004
27086	FOXP1	2e-18	1.1002
26227	PHGDH	1e-17	1.0858942
23187	PHLDB1	8e-17	1.0905125
83715	ESPN	9e-17	1.1200718
22806	IKZF3	9e-17	1.081198
7049	TGFBR3	2e-16	1.131
150159	SLC9B1	7e-16	1.0927
9326	ZNHIT3	1e-15	1.0915838
3716	JAK1	1e-15	1.1642
4524	MTHFR	2e-15	1.107052
3559	IL2RA	2e-15	1.1372
7187	TRAF3	2e-15	1.0943314
79722	ANKRD55	4e-15	1.0944
2672	GFI1	1e-14	1.1326311
57216	VANGL2	4e-14	1.0741
56731	SLC2A4RG	4e-14	1.1492
9572	NR1D1	9e-14	1.1280316
4607	MYBPC3	1e-13	1.0906315
6775	STAT4	2e-13	1.0741
6310	ATXN1	2e-13	1.0723
23338	JADE2	2e-13	1.0835
57605	PITPNM2	3e-13	1.085305
2113	ETS1	4e-12	1.0676917
868	CBLB	5e-12	1.0846
10461	MERTK	1e-11	1.0944512
221895	JAZF1	1e-11	1.0696331
4299	AFF1	1e-11	1.077238
7294	TXK	1e-11	1.0665529
51176	LEF1	2e-11	1.0656437
344657	LRRIQ4	2e-11	1.0766
7297	TYK2	3e-11	1.204
1439	CSF2RB	5e-11	1.0645
10892	MALT1	5e-11	1.0893246
9749	PHACTR2	1e-10	1.121202
79931	TNIP3	1e-10	1.0843635
9830	TRIM14	1e-10	1.0774
2078	ERG	3e-10	1.1061947
115701	ALPK2	4e-10	1.0626
109	ADCY3	5e-10	1.0708932
81606	LBH	7e-10	1.0912
79970	ZNF767P	8e-10	1.0813
864	RUNX3	1e-09	1.0633773
54331	GNG2	1e-09	1.0950503
253461	ZBTB38	1e-09	1.0595
10055	SAE1	2e-09	1.0769
3460	IFNGR2	2e-09	1.082
56829	ZC3HAV1	3e-09	1.0571942
23274	CLEC16A	4e-09	1.1008366
84166	NLRC5	4e-09	1.0878
6597	SMARCA4	5e-09	1.0581
84969	TOX2	6e-09	1.0743
55016	MARCHF1	6e-09	1.066
10410	IFITM3	1e-08	1.0792143
4026	LPP	1e-08	1.0666
3985	LIMK2	1e-08	1.0652
10154	PLXNC1	2e-08	1.0702
25816	TNFAIP8	3e-08	1.0631511
10666	CD226	3e-08	1.0546298
388650	DIPK1A	3e-08	1.0741138
148867	SLC30A7	3e-08	1.0866022
55501	CHST12	3e-08	1.0665529
79899	PRR5L	4e-08	1.0957704
2885	GRB2	5e-08	1.0648
55770	EXOC2	6e-08	1.0568
5450	POU2AF1	6e-08	1.0670081
3359	HTR3A	7e-08	1.0851872
1788	DNMT3A	1e-07	1.0542963
1379	CR1L	1e-07	1.0697
10491	CRTAP	1e-07	1.0701
23331	TTC28	1e-07	1.0975
28984	RGCC	1e-07	1.0588
132720	FAM241A	2e-07	1.0647359
79712	GTDC1	2e-07	1.1495
9612	NCOR2	2e-07	1.0887316
57511	COG6	2e-07	1.0586
10840	ALDH1L1	2e-07	1.0787
2581	GALC	3e-07	1.0526316
10066	SCAMP2	3e-07	1.05241
5260	PHKG1	3e-07	1.0589855
596	BCL2	4e-07	1.0793
54585	LZTFL1	4e-07	1.0765421
221002	RASGEF1A	5e-07	1.0548
54847	SIDT1	7e-07	1.0648
7015	TERT	7e-07	1.0683
55619	DOCK10	8e-07	1.0761
50650	ARHGEF3	8e-07	1.0587612
7371	UCK2	8e-07	1.056859
841	CASP8	1e-06	1.0573
9905	SGSM2	2e-06	1.0464
2120	ETV6	2e-06	1.2033695
2357	FPR1	2e-06	1.0484378
5781	PTPN11	3e-06	1.0458
4645	MYO5B	3e-06	1.0565
23051	ZHX3	3e-06	1.0664392
5142	PDE4B	4e-06	1.0527
79772	MCTP1	4e-06	1.0566356
9739	SETD1A	5e-06	1.0729614
4664	NAB1	6e-06	1.0567
91869	RFT1	6e-06	1.046
85451	UNK	7e-06	1.0575
158062	LCN6	7e-06	1.0522
5602	MAPK10	8e-06	1.0556318
6095	RORA	8e-06	1.0524
9252	RPS6KA5	8e-06	1.0594
144165	PRICKLE1	9e-06	1.0571942
50488	MINK1	9e-06	1.0549
