Entrez	Gene Symbol	P-value	Beta
3106	HLA-B	2e-27	1.14
717	C2	7e-17	0.1086
7148	TNXB	5e-14	0.1561
8449	DHX16	2e-11	0.1491
259197	NCR3	2e-11	0.2045
26531	OR11A1	1e-10	0.1637
5592	PRKG1	2e-06	0.6424
25924	MYRIP	3e-06	0.2114
27010	TPK1	3e-06	5.1429
729920	CRPPA	3e-06	0.4325
4948	OCA2	4e-06	0.0782
160728	SLC5A8	4e-06	0.1208
146713	RBFOX3	4e-06	0.2093
112616	CMTM7	5e-06	0.0556
56894	AGPAT3	7e-06	0.663
23114	NFASC	8e-06	5.5438
55016	MARCHF1	8e-06	0.4763
5144	PDE4D	9e-06	0.8936
6092	ROBO2	9e-06	0.2082
201501	ZBTB7C	9e-06	0.0636
80230	RUFY1	9e-06	0.1523
