Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.191414
348	APOE	6e-89	0.171433
338	APOB	1e-83	0.0903233
8882	ZPR1	6e-67	0.118594
255738	PCSK9	2e-48	0.260167
1952	CELSR2	3e-41	0.0752281
85440	DOCK7	2e-37	0.0623504
57794	SUGP1	7e-27	0.094559
9784	SNX17	1.0000000000000001e-23	0.0480813
6927	HNF1A	1e-20	0.0446934
23460	ABCA6	2e-20	0.145185
3117	HLA-DQA1	9e-19	0.053594
341	APOC1	2e-17	0.120012
28	ABO	8e-16	0.0485597
7227	TRPS1	2e-15	0.0410538
6580	SLC22A1	2e-15	0.0722473
746	TMEM258	2e-14	0.0374867
4299	AFF1	1e-12	0.0336826
7158	TP53BP1	3e-12	0.103298
6597	SMARCA4	2e-11	0.149874
10349	ABCA10	8e-11	0.045193
85363	TRIM5	4e-10	0.0569621
