Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	5e-133	0.114371
8882	ZPR1	2e-59	0.109183
2646	GCKR	6e-48	0.0677247
51085	MLXIPL	2e-47	0.0978367
255738	PCSK9	1e-41	0.235396
4023	LPL	6e-34	0.0915519
23460	ABCA6	7.999999999999999e-30	0.174
350	APOH	4.0000000000000003e-29	0.14845
4018	LPA	7e-21	0.118942
3117	HLA-DQA1	1e-15	0.0388673
221037	JMJD1C	5e-13	0.0329432
5265	SERPINA1	1e-11	0.109665
89894	TMEM116	9e-11	0.0509085
6580	SLC22A1	1e-10	0.126389
80339	PNPLA3	1e-10	0.0356145
22837	COBLL1	4e-10	0.0299469
