Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.572
255738	PCSK9	4.9999999999999995e-222	0.4631
3949	LDLR	5e-206	0.1971
8854	ALDH1A2	2e-125	0.0974
9415	FADS2	1e-87	0.0815
64241	ABCG8	4e-40	0.0601
23460	ABCA6	3e-24	0.1723
83449	PMFBP1	2.0000000000000002e-23	0.0489
8701	DNAH11	1e-22	0.047
29881	NPC1L1	3e-17	0.0457
4018	LPA	4e-17	0.0696
85440	DOCK7	9e-16	0.0345
350	APOH	2e-15	0.1104
55219	MACO1	4e-15	0.0317
84310	C7orf50	2e-14	0.0317
144108	SPTY2D1	4e-14	0.0324
19	ABCA1	1e-13	0.0344
126695	KDF1	1e-13	0.0949
5265	SERPINA1	1e-13	0.1135
85363	TRIM5	2e-13	0.0539
9388	LIPG	4e-13	0.1427
6484	ST3GAL4	7e-13	0.0493
675	BRCA2	2e-12	0.0338
7227	TRPS1	1e-11	0.0299
84875	PARP10	2e-11	0.0287
64757	MTARC1	2e-11	0.0295
28983	TMPRSS11E	3e-11	0.0334
57523	NYNRIN	5e-11	0.0262
10444	ZER1	6e-11	0.0413
8882	ZPR1	9e-11	0.25
8647	ABCB11	1e-10	0.0271
221037	JMJD1C	2e-10	0.0253
51085	MLXIPL	1e-09	0.0368
9584	RBM39	2e-09	0.0364
