Entrez	Gene Symbol	P-value	Beta
25893	TRIM58	4e-196	0.1711099
56952	PRTFDC1	2.0000000000000002e-163	0.1010382
6708	SPTA1	2.0000000000000002e-159	0.1072855
163	AP2B1	5e-119	0.08358499
54498	SMOX	1e-103	0.113853
3098	HK1	2e-96	0.1197591
286	ANK1	2e-89	0.08630154
896	CCND3	6e-38	0.05312568
5693	PSMB5	4.0000000000000006e-34	0.04867016
165324	UBXN2A	1.9999999999999998e-32	0.06186967
164656	TMPRSS6	3.9999999999999997e-32	0.04245495
91300	R3HDM4	4e-31	0.04477088
54855	TENT5C	2.0000000000000002e-29	0.05390528
10107	TRIM10	2e-27	0.1797411
8877	SPHK1	4.9999999999999996e-26	0.03782312
28969	BZW2	9e-24	0.03734367
3107	HLA-C	2.0000000000000002e-23	0.04089973
91748	MIDEAS	2e-22	0.2118735
655	BMP7	8e-22	0.3891169
10058	ABCB6	1e-21	0.1412679
10767	HBS1L	2e-21	0.03463692
6710	SPTB	5e-21	0.03741142
857	CAV1	1e-20	0.05477451
9784	SNX17	4e-20	0.03395389
55466	DNAJA4	9e-20	0.03310065
8328	GFI1B	5e-19	0.06672304
4650	MYO9B	1e-18	0.0542376
9780	PIEZO1	3e-18	0.4030956
348	APOE	9e-18	0.05598592
284058	KANSL1	1e-17	0.03608263
148823	GCSAML	1e-17	0.05922637
867	CBL	5e-17	0.0363603
4795	NFKBIL1	5e-17	0.04056459
9775	EIF4A3	3e-16	0.02926842
54726	OTUD4	5e-16	0.04631483
545	ATR	7e-16	0.02942073
388931	MFSD2B	2e-15	0.03361199
64943	NT5DC2	2e-15	0.02848597
143872	ARHGAP42	2e-15	0.03230792
220972	MARCHF8	6e-15	0.03014323
22904	SBNO2	6e-15	0.0305964
54622	ARL15	8e-15	0.02882477
317719	KLHL10	1e-14	0.05021531
22837	COBLL1	2e-14	0.02852881
83660	TLN2	6e-14	0.03026128
27158	NDOR1	7e-14	0.04073467
54469	ZFAND6	8e-14	0.02843316
8613	PLPP3	8e-14	0.04609692
6006	RHCE	1e-13	0.09227352
11322	TMC6	1e-13	0.03416776
8882	ZPR1	2e-13	0.03873643
85413	SLC22A16	2e-13	0.03112161
55532	SLC30A10	2e-13	0.03230077
10801	SEPTIN9	3e-13	0.02621624
147339	ARK2N	3e-13	0.02836095
7332	UBE2L3	6e-13	0.03286029
8780	RIOK3	6e-13	0.1775436
161882	ZFPM1	6e-13	0.04897335
55544	RBM38	9e-13	0.03262435
11177	BAZ1A	1e-12	0.04283507
1593	CYP27A1	1e-12	0.02640964
23075	SWAP70	1e-12	0.02666231
23645	PPP1R15A	1e-12	0.07556399
8455	ATRN	1e-12	0.02702108
23179	RGL1	2e-12	0.02547476
23230	VPS13A	4e-12	0.0307451
9960	USP3	4e-12	0.02617766
6310	ATXN1	4e-12	0.3646302
2317	FLNB	5e-12	0.02611795
8148	TAF15	7e-12	0.07566745
23240	TMEM131L	1e-11	0.02636767
5313	PKLR	2e-11	0.2753483
2766	GMPR	3e-11	0.02713213
4642	MYO1D	3e-11	0.03046812
23139	MAST2	3e-11	0.02463396
6239	RREB1	4e-11	0.03306844
129080	EMID1	5e-11	0.02422542
596	BCL2	5e-11	0.02441739
7227	TRPS1	7e-11	0.02604103
57664	PLEKHA4	7e-11	0.03001923
116028	RMI2	1e-10	0.02794156
6667	SP1	2e-10	0.03104118
759	CA1	2e-10	0.02295637
284086	NEK8	2e-10	0.02316807
1950	EGF	3e-10	0.02319877
50650	ARHGEF3	4e-10	0.02286776
28	ABO	1e-09	0.04515556
9100	USP10	2e-09	0.02608923
1523	CUX1	2e-09	0.1523484
8417	STX7	2e-09	0.02190679
10788	IQGAP2	4e-09	0.07866081
109	ADCY3	4e-09	0.02118418
3607	FOXK2	4e-09	0.02127601
10507	SEMA4D	4e-09	0.02347117
51312	SLC25A37	6e-09	0.02831755
