Entrez	Gene Symbol	P-value	Beta
10246	SLC17A2	4e-169	0.1743
164656	TMPRSS6	1e-151	0.08647
3098	HK1	2e-93	0.1008
6311	ATXN2	6e-67	0.05695
28	ABO	2e-64	0.07273
5581	PRKCE	1e-59	0.05684
51422	PRKAG2	5.000000000000001e-58	0.05822
80018	NAA25	5e-47	0.04799
5781	PTPN11	9e-44	0.0463
10767	HBS1L	2e-43	0.05179
80317	ZKSCAN3	2e-43	0.08067
696	BTN1A1	3e-43	0.06507
80724	ACAD10	5e-35	0.04321
23316	CUX2	6e-30	0.03878
10050	SLC17A4	7.9999999999999985e-25	0.0512
5213	PFKM	2e-21	0.04025
8341	H2BC15	4e-21	0.04554
4137	MAPT	7e-21	0.03692
4905	NSF	4e-20	0.03685
81696	OR5V1	2e-17	0.03539
84444	DOT1L	5e-17	0.02779
5629	PROX1	9e-17	0.03122
8550	MAPKAPK5	2e-16	0.03564
9052	GPRC5A	1e-15	0.03689
2938	GSTA1	1e-15	0.02676
5725	PTBP1	2e-15	0.02677
9415	FADS2	4e-15	0.02726
4855	NOTCH4	4e-14	0.03495
56675	NRIP3	5e-14	0.02497
7920	ABHD16A	6e-14	0.02785
272	AMPD3	7e-14	0.04945
23166	STAB1	1e-13	0.02448
23	ABCF1	2e-13	0.0425
4092	SMAD7	5e-13	0.02598
6764	DENND2B	6e-13	0.02374
55193	PBRM1	2e-12	0.02337
92912	UBE2Q2	3e-12	0.02394
283450	HECTD4	3e-12	0.0424
7916	PRRC2A	3e-12	0.02932
29842	TFCP2L1	3e-12	0.03343
84456	L3MBTL3	3e-12	0.02631
5119	CHMP1A	4e-12	0.02308
717	C2	5e-12	0.03397
169792	GLIS3	6e-12	0.02327
80339	PNPLA3	6e-12	0.02749
7148	TNXB	6e-12	0.03389
112399	EGLN3	7e-12	0.02429
4286	MITF	1e-11	0.02249
27229	TUBGCP4	3e-11	0.03228
81846	SBF2	3e-11	0.02193
55252	ASXL2	6e-11	0.02361
341019	DCDC1	6e-11	0.02306
2762	GMDS	9e-11	0.02157
64116	SLC39A8	9e-11	0.04091
9811	CTIF	1e-10	0.03419
2192	FBLN1	1e-10	0.02132
22895	RPH3A	1e-10	0.02289
9125	CNOT9	1e-10	0.02141
539	ATP5PO	2e-10	0.02102
27148	STK36	3e-10	0.02089
4236	MFAP1	3e-10	0.03551
10014	HDAC5	3e-10	0.03612
84870	RSPO3	4e-10	0.02065
9750	RIPOR2	8e-10	0.03722
1906	EDN1	8e-10	0.03099
6787	NEK4	8e-10	0.02092
54932	EXD3	8e-10	0.02157
2621	GAS6	9e-10	0.02088
117155	CATSPER2	9e-10	0.03393
4130	MAP1A	1e-09	0.03344
284207	METRNL	2e-09	0.02082
54583	EGLN1	2e-09	0.0259
10349	ABCA10	2e-09	0.03001
137682	NDUFAF6	6e-09	0.01925
6927	HNF1A	9e-09	0.01983
5468	PPARG	1e-08	0.02198
5198	PFAS	2e-08	0.01861
2658	GDF2	3e-08	0.0286
23431	AP4E1	3e-08	0.02415
23139	MAST2	4e-08	0.01826
2175	FANCA	4e-08	0.0185
84717	HDGFL2	5e-08	0.01802
8425	LTBP4	7e-08	0.01811
342184	FMN1	7e-08	0.02318
9780	PIEZO1	9e-08	0.01926
55692	LUC7L	1e-07	0.03451
54814	QPCTL	1e-07	0.01766
1549	CYP2A7	1e-07	0.0376
211	ALAS1	1e-07	0.01751
222950	NYAP1	2e-07	0.01854
57464	STRIP2	2e-07	0.01914
6493	SIM2	2e-07	0.01883
81492	RSPH6A	2e-07	0.0176
2590	GALNT2	2e-07	0.01752
57519	STARD9	2e-07	0.0188
114821	SCAND3	3e-07	0.02821
197322	ACSF3	3e-07	0.03584
9682	KDM4A	3e-07	0.01769
116179	TGM7	3e-07	0.02584
23334	SZT2	5e-07	0.01681
29123	ANKRD11	6e-07	0.03284
84888	SPPL2A	9e-07	0.02507
2766	GMPR	1e-06	0.01664
23067	SETD1B	1e-06	0.02102
64397	ZNF106	1e-06	0.01862
84501	SPIRE2	1e-06	0.01615
2908	NR3C1	2e-06	0.02124
54986	ULK4	5e-06	0.02138
3127	HLA-DRB5	5e-06	0.02076
6136	RPL12	9e-06	0.01507
