Entrez	Gene Symbol	P-value	Beta
2678	GGT1	0.0	0.2404
6927	HNF1A	5e-141	0.1014
23316	CUX2	7e-87	0.1072
152485	ZNF827	3e-61	0.0723
2646	GCKR	2e-44	0.0561
9231	DLG5	8.000000000000001e-28	0.0443
3672	ITGA1	5e-22	0.0727
8871	SYNJ2	6e-19	0.1117
8647	ABCB11	3e-18	0.0397
7104	TM4SF4	3e-18	0.0345
4430	MYO1B	4e-17	0.0347
57553	MICAL3	2e-15	0.0638
26999	CYFIP2	4e-14	0.0404
80303	EFHD1	6e-14	0.0325
23028	KDM1A	2e-12	0.028
80381	CD276	8e-12	0.0271
3083	HGFAC	2e-10	0.026
71	ACTG1	2e-10	0.0385
6514	SLC2A2	4e-10	0.0619
4233	MET	1e-09	0.0324
1942	EFNA1	3e-09	0.0347
22853	LMTK2	4e-09	0.0234
7364	UGT2B7	5e-09	0.0249
29941	PKN3	6e-09	0.0397
2039	DMTN	7e-09	0.0463
161835	FSIP1	1e-08	0.0249
29974	A1CF	3e-08	0.3087
6091	ROBO1	3e-08	0.2141
6613	SUMO2	3e-08	0.0233
