Entrez	Gene Symbol	P-value	Beta
348	APOE	8e-315	0.374
338	APOB	3e-136	0.0995
85440	DOCK7	3e-82	0.0758
57794	SUGP1	5.000000000000001e-75	0.137
19	ABCA1	4e-64	0.0671
8882	ZPR1	2e-55	0.121
5819	NECTIN2	1e-51	0.4
2646	GCKR	2.9999999999999997e-47	0.0515
3250	HPR	2e-44	0.0617
9415	FADS2	1e-43	0.0497
23051	ZHX3	5.0000000000000004e-29	0.0357
137886	UBXN2B	7.999999999999999e-26	0.0383
64757	MTARC1	1e-22	0.037
3122	HLA-DRA	5e-22	0.0482
57678	GPAM	2e-18	0.0317
10	NAT2	7e-17	0.0305
55219	MACO1	3e-16	0.029
9388	LIPG	2e-15	0.09
6484	ST3GAL4	2e-15	0.0474
8701	DNAH11	5e-15	0.0364
84959	UBASH3B	5e-15	0.0294
57572	DOCK6	5e-15	0.076
10767	HBS1L	2e-14	0.0254
7813	EVI5	3e-14	0.0351
5339	PLEC	3e-14	0.0289
2444	FRK	2e-13	0.0292
29881	NPC1L1	2e-13	0.0358
144108	SPTY2D1	3e-13	0.0315
342372	PKD1L3	6e-13	0.068
8647	ABCB11	7e-13	0.0266
158219	TTC39B	2e-12	0.0377
6002	RGS12	1e-11	0.0254
1911	PHC1	5e-11	0.035
372	ARCN1	2e-10	0.0236
150864	FAM117B	8e-10	0.0243
1456	CSNK1G3	2e-09	0.0228
10043	TOM1	2e-08	0.0214
1071	CETP	3e-08	0.088
255738	PCSK9	3e-08	0.103
54918	CMTM6	4e-08	0.0394
2335	FN1	5e-08	0.0204
7064	THOP1	8e-08	0.02
55616	ASAP3	1e-07	0.0269
220972	MARCHF8	1e-07	0.025
80339	PNPLA3	1e-06	0.0219
