Entrez	Gene Symbol	P-value	Beta
22877	MLXIP	1e-18	0.1566
22986	SORCS3	5e-18	0.7062
81570	CLPB	3e-16	0.2745
445815	PALM2AKAP2	2e-12	0.176
775	CACNA1C	2e-12	0.1271
59345	GNB4	2e-12	0.1576
10769	PLK2	4e-12	0.1256
256949	KANK3	5e-12	0.1217
11264	PXMP4	7e-12	0.1674
10365	KLF2	1e-11	0.1396
288	ANK3	1e-11	0.117
80816	ASXL3	2e-11	0.2196
51776	MAP3K20	2e-11	0.1211
51542	VPS54	2e-11	0.1176
341019	DCDC1	3e-11	0.1193
23090	ZNF423	4e-11	0.1166
1602	DACH1	4e-11	0.2126
677	ZFP36L1	4e-11	0.1423
479	ATP12A	5e-11	0.1745
80125	CCDC33	1e-10	0.1405
6314	ATXN7	1e-10	0.147
163589	TDRD5	1e-10	0.2873
10456	HAX1	2e-10	0.1626
1808	DPYSL2	2e-10	0.2313
23235	SIK2	2e-10	0.1275
115290	FBXO17	3e-10	0.1266
8945	BTRC	3e-10	0.2664
1607	DGKB	4e-10	0.1186
9846	GAB2	4e-10	0.1505
6542	SLC7A2	5e-10	0.3546
23261	CAMTA1	5e-10	0.1124
80314	EPC1	7e-10	0.154
57475	PLEKHH1	8e-10	0.1071
84230	LRRC8C	9e-10	0.1103
57194	ATP10A	1e-09	0.1096
3915	LAMC1	1e-09	0.1233
26153	KIF26A	1e-09	0.1319
26575	RGS17	1e-09	0.1152
23233	EXOC6B	3e-09	0.1391
80323	CCDC68	3e-09	0.14
5451	POU2F1	3e-09	0.1036
171024	SYNPO2	3e-09	0.1511
27303	RBMS3	4e-09	0.1364
3745	KCNB1	4e-09	0.1124
4683	NBN	4e-09	0.1054
23327	NEDD4L	4e-09	0.1692
5789	PTPRD	4e-09	0.1082
594	BCKDHB	5e-09	0.1031
116984	ARAP2	5e-09	0.1072
8609	KLF7	5e-09	0.1394
9828	ARHGEF17	5e-09	0.1233
