Entrez	Gene Symbol	Ensembl ID	P-value
11183	MAP4K5	ENSG00000012983	1.76e-158
338	APOB	ENSG00000084674	8.96e-115
116519	APOA5	ENSG00000110243	2.77e-91
8882	ZPR1	ENSG00000109917	3.26e-87
4023	LPL	ENSG00000175445	7.69e-87
84811	BUD13	ENSG00000137656	6.600000000000001e-79
345	APOC3	ENSG00000110245	3.8e-73
11321	GPN1	ENSG00000198522	9.36e-70
348	APOE	ENSG00000130203	4.96e-69
9031	BAZ1B	ENSG00000009954	1.65e-61
337	APOA4	ENSG00000110244	4.27e-45
8890	EIF2B4	ENSG00000115211	2.49e-43
5049	PAFAH1B2	ENSG00000168092	6.889999999999999e-42
26160	IFT172	ENSG00000138002	3.15e-41
4018	LPA	ENSG00000198670	2.5e-36
57159	TRIM54	ENSG00000138100	4.92e-27
23173	METAP1	ENSG00000164024	8.17e-27
3990	LIPC	ENSG00000166035	6.71e-25
8884	SLC5A6	ENSG00000138074	2.07e-24
1463	NCAN	ENSG00000130287	1.2299999999999998e-23
26762	HAVCR1	ENSG00000113249	8.49e-21
6580	SLC22A1	ENSG00000175003	1.47e-17
113201	GOLM2	ENSG00000166734	5.88e-17
84277	DNAJC30	ENSG00000176410	2.21e-15
22837	COBLL1	ENSG00000082438	7.09e-15
51374	ATRAID	ENSG00000138085	1.87e-13
2524	FUT2	ENSG00000176920	2.09e-13
26291	FGF21	ENSG00000105550	2.12e-13
27329	ANGPTL3	ENSG00000132855	6.47e-13
4318	MMP9	ENSG00000100985	7.07e-13
284358	MAMSTR	ENSG00000176909	3.32e-12
255738	PCSK9	ENSG00000169174	3.4e-12
5140	PDE3B	ENSG00000152270	9.18e-12
54854	FAM83E	ENSG00000105523	2.33e-11
2538	G6PC1	ENSG00000131482	3.36e-10
80212	CCDC92	ENSG00000275035	7.55e-10
94039	ZNF101	ENSG00000181896	1.06e-09
221037	JMJD1C	ENSG00000171988	1.87e-09
196385	DNAH10	ENSG00000281935	4.62e-09
64838	FNDC4	ENSG00000115226	6.33e-09
8431	NR0B2	ENSG00000131910	6.33e-09
126695	KDF1	ENSG00000175707	7.76e-09
