Entrez	Gene Symbol	Ensembl ID	P-value
146547	PRSS36	ENSG00000178226	4.95e-06
11200	CHEK2	ENSG00000183765	9.11e-06
25979	DHRS7B	ENSG00000109016	1.25e-05
147179	WIPF2	ENSG00000171475	1.5e-05
199786	NIBAN3	ENSG00000167483	2.33e-05
88	ACTN2	ENSG00000077522	2.47e-05
6427	SRSF2	ENSG00000161547	3.28e-05
146542	ZNF688	ENSG00000229809	3.97e-05
150962	PUS10	ENSG00000162927	4.37e-05
2897	GRIK1	ENSG00000171189	5.15e-05
79918	SETD6	ENSG00000103037	5.16e-05
5829	PXN	ENSG00000089159	5.54e-05
8727	CTNNAL1	ENSG00000119326	6.12e-05
55902	ACSS2	ENSG00000131069	6.12e-05
161931	ADAD2	ENSG00000140955	6.78e-05
30818	KCNIP3	ENSG00000115041	6.95e-05
259296	TAS2R50	ENSG00000276167	8.31e-05
92285	ZNF585B	ENSG00000245680	8.58e-05
51156	SERPINA10	ENSG00000278767	9.09e-05
55975	KLHL7	ENSG00000122550	9.21e-05
