Entrez	Gene Symbol	Ensembl ID	P-value
90865	IL33	ENSG00000137033	1.1699999999999999e-34
8698	S1PR4	ENSG00000125910	5.12e-17
1439	CSF2RB	ENSG00000100368	6.6e-13
246	ALOX15	ENSG00000161905	4.22e-11
3717	JAK2	ENSG00000096968	1.77e-10
1053	CEBPE	ENSG00000092067	7.81e-09
22807	IKZF2	ENSG00000030419	1.45e-08
23765	IL17RA	ENSG00000177663	6.89e-08
7148	TNXB	ENSG00000236236	6.99e-08
10019	SH2B3	ENSG00000111252	3.35e-07
54620	FBXL19	ENSG00000099364	3.36e-07
7916	PRRC2A	ENSG00000231825	4.14e-07
3107	HLA-C	ENSG00000237022	4.84e-07
96459	FNIP1	ENSG00000217128	4.93e-07
3568	IL5RA	ENSG00000091181	7.19e-07
3127	HLA-DRB5	ENSG00000198502	9.02e-07
8807	IL18RAP	ENSG00000115607	2.31e-06
