Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
23624	CBLC	ENSG00000142273	1.59e-90
338	APOB	ENSG00000084674	1.09e-83
255738	PCSK9	ENSG00000169174	7.89e-40
5817	PVR	ENSG00000073008	1.8799999999999998e-38
3949	LDLR	ENSG00000130164	1.66e-32
1463	NCAN	ENSG00000130287	1.43e-25
78992	YIPF2	ENSG00000130733	1.42e-24
728780	ANKDD1B	ENSG00000189045	1.72e-22
10087	CERT1	ENSG00000113163	2.46e-22
343263	MYBPHL	ENSG00000221986	5.050000000000001e-21
64241	ABCG8	ENSG00000143921	2.36e-20
23460	ABCA6	ENSG00000154262	2.84e-19
64240	ABCG5	ENSG00000138075	9.38e-19
134359	POC5	ENSG00000152359	3.16e-17
256006	ANKRD31	ENSG00000145700	4.75e-16
125931	CEACAM20	ENSG00000273777	6.54e-16
3837	KPNB1	ENSG00000108424	2.22e-13
94039	ZNF101	ENSG00000181896	2.53e-13
284612	SYPL2	ENSG00000143028	1.37e-12
11183	MAP4K5	ENSG00000012983	2.99e-12
169436	STKLD1	ENSG00000281245	3.13e-12
2524	FUT2	ENSG00000176920	3.89e-11
1952	CELSR2	ENSG00000143126	4.62e-10
6580	SLC22A1	ENSG00000175003	8.82e-10
353355	ZNF233	ENSG00000159915	1.55e-09
23461	ABCA5	ENSG00000154265	2.79e-09
26762	HAVCR1	ENSG00000113249	4.01e-09
7772	ZNF229	ENSG00000278318	4.68e-09
7771	ZNF112	ENSG00000062370	4.7e-09
27329	ANGPTL3	ENSG00000132855	1.49e-07
29881	NPC1L1	ENSG00000015520	2.24e-06
432	ASGR1	ENSG00000141505	3.21e-06
