Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	0.0
345	APOC3	ENSG00000110245	2.85e-112
4023	LPL	ENSG00000175445	1.33e-102
348	APOE	ENSG00000130203	6.95e-93
4318	MMP9	ENSG00000100985	6.289999999999999e-82
335	APOA1	ENSG00000118137	1.22e-64
949	SCARB1	ENSG00000073060	2.51e-44
51129	ANGPTL4	ENSG00000167772	3.3200000000000004e-43
90203	SNX21	ENSG00000124104	9.759999999999999e-42
5476	CTSA	ENSG00000064601	8.98e-39
338	APOB	ENSG00000084674	1.74e-36
5049	PAFAH1B2	ENSG00000168092	1.31e-35
146894	CD300LG	ENSG00000161649	1.41e-35
140831	ZSWIM3	ENSG00000132801	1.93e-35
51085	MLXIPL	ENSG00000009950	3.67e-35
3990	LIPC	ENSG00000166035	4.34e-35
337	APOA4	ENSG00000110244	3.66e-34
9709	HERPUD1	ENSG00000051108	1.6100000000000002e-33
9388	LIPG	ENSG00000101670	1.17e-30
116519	APOA5	ENSG00000110243	1.75e-22
5360	PLTP	ENSG00000100979	1.68e-21
6559	SLC12A3	ENSG00000070915	4.7e-21
11183	MAP4K5	ENSG00000012983	6.87e-20
84811	BUD13	ENSG00000137656	9.41e-18
10005	ACOT8	ENSG00000101473	1.66e-17
22837	COBLL1	ENSG00000082438	5.22e-17
90199	WFDC8	ENSG00000158901	8.66e-17
3172	HNF4A	ENSG00000101076	1.74e-16
8567	MADD	ENSG00000110514	2.85e-16
57678	GPAM	ENSG00000119927	3.77e-16
280664	WFDC10B	ENSG00000182931	6.05e-16
3931	LCAT	ENSG00000213398	6.21e-16
10062	NR1H3	ENSG00000025434	1.25e-14
55908	ANGPTL8	ENSG00000130173	1.32e-14
53	ACP2	ENSG00000134575	3.92e-14
10948	STARD3	ENSG00000131748	1.8e-13
89910	UBE3B	ENSG00000151148	3.97e-13
326625	MMAB	ENSG00000139428	4.31e-13
63925	ZNF335	ENSG00000198026	6.28e-13
80212	CCDC92	ENSG00000275035	1.02e-12
5140	PDE3B	ENSG00000152270	2.08e-12
391253	SPINT4	ENSG00000149651	4.41e-12
54905	CYP2W1	ENSG00000073067	7.35e-12
2147	F2	ENSG00000180210	7.75e-12
10816	SPINT3	ENSG00000101446	8.66e-12
79797	ZNF408	ENSG00000175213	9.32e-12
9026	HIP1R	ENSG00000130787	1.4e-11
64116	SLC39A8	ENSG00000138821	2.43e-11
4038	LRP4	ENSG00000134569	2.82e-11
57468	SLC12A5	ENSG00000124140	2.86e-11
2064	ERBB2	ENSG00000141736	3.41e-11
19	ABCA1	ENSG00000165029	3.61e-11
140825	NEURL2	ENSG00000124257	4.58e-11
84106	PRAM1	ENSG00000133246	6.95e-11
283446	MYO1H	ENSG00000174527	1.02e-10
55861	DBNDD2	ENSG00000244274	1.42e-10
5445	PON2	ENSG00000105854	1.71e-10
259240	WFDC9	ENSG00000180205	2.26e-10
23788	MTCH2	ENSG00000285121	3.15e-10
432	ASGR1	ENSG00000141505	3.59e-10
84166	NLRC5	ENSG00000140853	1.45e-09
4499	MT1M	ENSG00000205364	1.57e-09
158747	MOSPD2	ENSG00000130150	2.73e-09
6927	HNF1A	ENSG00000135100	2.98e-09
84226	C2orf16	ENSG00000221843	3.5e-09
196385	DNAH10	ENSG00000281935	3.71e-09
127	ADH4	ENSG00000198099	4.01e-09
4493	MT1E	ENSG00000169715	4.73e-09
89845	ABCC10	ENSG00000124574	5.15e-09
90204	ZSWIM1	ENSG00000168612	5.19e-09
5913	RAPSN	ENSG00000165917	5.52e-09
5444	PON1	ENSG00000005421	5.72e-09
10188	TNK2	ENSG00000061938	6.97e-09
11321	GPN1	ENSG00000198522	9.76e-09
8736	MYOM1	ENSG00000101605	3.12e-07
170589	GPHA2	ENSG00000149735	3.33e-07
28511	NKIRAS2	ENSG00000168256	4.73e-07
10863	ADAM28	ENSG00000042980	4.89e-07
7450	VWF	ENSG00000110799	9.28e-07
