Entrez	Gene Symbol	P-value	Beta
388886	LRRC75B	0.0	0.0735
152485	ZNF827	0.0	0.0269
9231	DLG5	5e-200	0.0176
2646	GCKR	1e-164	0.0142
54922	RASIP1	5e-129	0.0124
51085	MLXIPL	2e-109	0.0154
6514	SLC2A2	3e-98	0.0165
3672	ITGA1	2e-95	0.02
71	ACTG1	2e-87	0.0103
2039	DMTN	9e-80	0.013
80381	CD276	8e-73	0.0093
29974	A1CF	1e-69	0.0519
1946	EFNA5	4e-64	0.012
6101	RP1	9.999999999999999e-55	0.0098
9209	LRRFIP2	7e-53	0.0079
80303	EFHD1	3e-51	0.0079
23316	CUX2	6e-49	0.0149
23266	ADGRL2	2e-48	0.0084
6928	HNF1B	4e-48	0.009
7366	UGT2B15	2e-46	0.0073
1244	ABCC2	8e-46	0.0156
57451	TENM2	9e-46	0.008
23149	FCHO1	7e-45	0.0072
140733	MACROD2	1e-41	0.0075
2186	BPTF	4e-41	0.0089
9929	JOSD1	4e-41	0.007
754	PTTG1IP	1e-38	0.0067
6097	RORC	1e-37	0.0574
9792	SERTAD2	6e-37	0.0073
5310	PKD1	4e-36	0.0255
9516	LITAF	5e-36	0.007
26298	EHF	7e-36	0.0104
3708	ITPR1	5e-35	0.0063
26999	CYFIP2	7e-35	0.0137
137682	NDUFAF6	4.0000000000000006e-34	0.0065
8871	SYNJ2	7e-33	0.0073
8997	KALRN	9.999999999999999e-33	0.0061
26011	TENM4	1.9999999999999998e-32	0.0063
3344	FOXN2	6.0000000000000005e-31	0.0061
5468	PPARG	9e-31	0.0091
2863	GPR39	6.999999999999999e-30	0.0061
80114	BICC1	7.999999999999999e-30	0.0058
10170	DHRS9	2.0000000000000002e-29	0.0057
23218	NBEAL2	3e-28	0.0057
55616	ASAP3	3e-28	0.0084
9612	NCOR2	2e-27	0.0056
152831	KLB	3e-27	0.0057
10801	SEPTIN9	6e-27	0.006
2041	EPHA1	6e-27	0.0124
64771	ILRUN	9.999999999999999e-27	0.0085
3172	HNF4A	6e-26	0.0155
25953	PNKD	7.9999999999999985e-25	0.0053
4853	NOTCH2	3e-24	0.0083
1282	COL4A1	1.0000000000000001e-23	0.0064
10632	ATP5MG	2.0000000000000002e-23	0.0127
4649	MYO9A	2.0000000000000002e-23	0.0057
8856	NR1I2	3e-23	0.0056
58986	PGAP6	5e-23	0.01
80177	MYCT1	2e-22	0.0064
117155	CATSPER2	7e-22	0.0163
4763	NF1	9e-22	0.0053
1021	CDK6	1e-21	0.0082
56288	PARD3	3e-21	0.0054
84456	L3MBTL3	5e-21	0.0051
7104	TM4SF4	6e-21	0.0048
23301	EHBP1	9e-21	0.0051
800	CALD1	2e-20	0.0053
10390	CEPT1	2e-20	0.0076
3174	HNF4G	3e-20	0.0047
10653	SPINT2	9e-20	0.0065
11113	CIT	6e-19	0.0048
22837	COBLL1	9e-19	0.0046
6239	RREB1	2e-18	0.0067
84959	UBASH3B	3e-18	0.0046
2263	FGFR2	4e-18	0.0045
3842	TNPO1	5e-18	0.0049
83449	PMFBP1	9e-18	0.0047
6727	SRP14	3e-17	0.0048
26751	SH3YL1	5e-17	0.0048
5265	SERPINA1	5e-17	0.0153
2961	GTF2E2	5e-17	0.0043
5774	PTPN3	6e-17	0.0046
9498	SLC4A8	6e-17	0.0044
55193	PBRM1	2e-16	0.0042
3902	LAG3	2e-16	0.0044
54622	ARL15	2e-16	0.0046
54707	GPN2	3e-16	0.0056
125	ADH1B	3e-16	0.0132
85004	RERG	8e-16	0.0051
140685	ZBTB46	2e-15	0.0052
1997	ELF1	2e-15	0.0077
80014	WWC2	2e-15	0.0043
7332	UBE2L3	3e-15	0.005
100101267	POM121C	4e-15	0.0041
9679	FAM53B	4e-15	0.0043
118788	PIK3AP1	6e-15	0.0051
6580	SLC22A1	8e-15	0.0051
7884	SLBP	1e-14	0.005
10788	IQGAP2	1e-14	0.0041
3146	HMGB1	1e-14	0.0045
348	APOE	2e-14	0.0054
64116	SLC39A8	2e-14	0.0074
2357	FPR1	2e-14	0.0047
818	CAMK2G	2e-14	0.0039
161882	ZFPM1	3e-14	0.0042
57589	RIC1	3e-14	0.0042
596	BCL2	8e-14	0.0039
79611	ACSS3	1e-13	0.0042
89797	NAV2	1e-13	0.0041
23059	CLUAP1	1e-13	0.0047
83637	ZMIZ2	1e-13	0.0055
84141	EVA1A	2e-13	0.0089
595	CCND1	2e-13	0.0117
116984	ARAP2	2e-13	0.0039
29998	BICRA	3e-13	0.0044
