Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	6.999999999999999e-257	0.205217
2646	GCKR	3e-157	0.111017
85440	DOCK7	9e-103	0.0914582
4023	LPL	9e-102	0.144553
4018	LPA	4e-89	0.334628
51085	MLXIPL	3e-78	0.113417
8854	ALDH1A2	2e-65	0.0732738
57794	SUGP1	8e-53	0.11801
51129	ANGPTL4	9.999999999999999e-29	0.162005
341	APOC1	1.9999999999999998e-26	0.055239
7158	TP53BP1	9e-22	0.123444
2222	FDFT1	6e-20	0.0374426
3083	HGFAC	2e-19	0.0379084
9159	PCSK7	3e-19	0.193754
22837	COBLL1	1e-17	0.0355909
9388	LIPG	5e-17	0.165886
4482	MSRA	5e-16	0.0330396
2590	GALNT2	1e-13	0.0308345
8669	EIF3J	3e-13	0.0971199
4299	AFF1	6e-13	0.0300907
63935	PCIF1	2e-12	0.0367199
10274	STAG1	2e-11	0.0308858
2217	FCGRT	3e-11	0.0488269
6580	SLC22A1	4e-11	0.052959
26291	FGF21	6e-11	0.0278563
23042	PDXDC1	1e-10	0.0266243
55616	ASAP3	2e-10	0.0392033
283446	MYO1H	6e-10	0.0262014
55118	CRTAC1	7e-10	0.0252089
57572	DOCK6	8e-10	0.0680189
19	ABCA1	1e-09	0.0279599
54536	EXOC6	1e-09	0.0251897
137886	UBXN2B	2e-09	0.02592
152831	KLB	2e-09	0.0252725
56895	AGPAT4	2e-09	0.110815
6581	SLC22A3	4e-09	0.0770597
10599	SLCO1B1	7e-09	0.0352695
3990	LIPC	8e-09	0.267635
23387	SIK3	9e-09	0.0514523
3250	HPR	9e-09	0.0298539
126695	KDF1	1e-08	0.0767246
32	ACACB	1e-08	0.275031
7227	TRPS1	1e-08	0.0258897
1871	E2F3	1e-08	0.0416299
4547	MTTP	2e-08	0.0412481
2186	BPTF	2e-08	0.0295034
10400	PEMT	3e-08	0.0465726
1952	CELSR2	4e-08	0.0271003
825	CAPN3	5e-08	0.0841074
2645	GCK	5e-08	0.0323992
