Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
338	APOB	ENSG00000084674	5.46e-72
587	BCAT2	ENSG00000105552	1.07e-66
255738	PCSK9	ENSG00000169174	2.44e-66
23624	CBLC	ENSG00000142273	8.170000000000001e-56
53345	TM6SF2	ENSG00000213996	1.46e-32
3949	LDLR	ENSG00000130164	6.62e-29
1463	NCAN	ENSG00000130287	1.51e-28
9388	LIPG	ENSG00000101670	9.53e-25
5817	PVR	ENSG00000073008	2.5399999999999998e-24
728780	ANKDD1B	ENSG00000189045	2.58e-24
10087	CERT1	ENSG00000113163	4.81e-24
134359	POC5	ENSG00000152359	7.44e-20
64241	ABCG8	ENSG00000143921	5.23e-19
11183	MAP4K5	ENSG00000012983	1.97e-17
64240	ABCG5	ENSG00000138075	2.85e-17
23460	ABCA6	ENSG00000154262	4.06e-17
27329	ANGPTL3	ENSG00000132855	4.74e-17
343263	MYBPHL	ENSG00000221986	5.93e-15
94039	ZNF101	ENSG00000181896	5.97e-15
256006	ANKRD31	ENSG00000145700	3.3e-14
1071	CETP	ENSG00000087237	1.94e-13
2524	FUT2	ENSG00000176920	1.12e-12
26762	HAVCR1	ENSG00000113249	1.63e-12
23387	SIK3	ENSG00000160584	1.69e-11
146894	CD300LG	ENSG00000161649	1.71e-11
3837	KPNB1	ENSG00000108424	1.77e-11
57678	GPAM	ENSG00000119927	8.95e-11
84226	C2orf16	ENSG00000221843	1.48e-10
10019	SH2B3	ENSG00000111252	1.79e-10
169436	STKLD1	ENSG00000281245	3.19e-10
125931	CEACAM20	ENSG00000273777	3.39e-10
4023	LPL	ENSG00000175445	5.53e-10
284612	SYPL2	ENSG00000143028	7.39e-10
11321	GPN1	ENSG00000198522	9.08e-10
19	ABCA1	ENSG00000165029	1.07e-09
284358	MAMSTR	ENSG00000176909	2.89e-09
6580	SLC22A1	ENSG00000175003	9.93e-09
29881	NPC1L1	ENSG00000015520	7.6e-07
