Entrez	Gene Symbol	P-value	Beta
8882	ZPR1	4e-121	0.1329
1952	CELSR2	8e-70	0.0841
2646	GCKR	4.999999999999999e-44	0.0578
388323	GLTPD2	2e-36	0.2365
84310	C7orf50	1.9999999999999998e-26	0.052
23383	MAU2	3.9999999999999996e-26	0.0868
8701	DNAH11	5e-18	0.0421
1071	CETP	3e-17	0.0438
3482	IGF2R	7e-17	0.0659
19	ABCA1	2e-16	0.0388
4299	AFF1	4e-16	0.0322
28983	TMPRSS11E	2e-15	0.0397
144108	SPTY2D1	2e-14	0.033
126695	KDF1	8e-14	0.0959
350	APOH	4e-13	0.1025
6514	SLC2A2	8e-13	0.042
7227	TRPS1	3e-12	0.0307
5265	SERPINA1	3e-12	0.1063
64241	ABCG8	2e-11	0.0302
675	BRCA2	6e-11	0.0264
158219	TTC39B	7e-11	0.0349
55219	MACO1	4e-10	0.027
51129	ANGPTL4	6e-10	0.0953
85363	TRIM5	1e-09	0.0446
