Entrez	Gene Symbol	Ensembl ID	P-value
2669	GEM	ENSG00000164949	2.9e-13
81578	COL21A1	ENSG00000124749	2.6e-12
1621	DBH	ENSG00000123454	3.2e-12
80012	PHC3	ENSG00000173889	1.6e-11
9351	SLC9A3R2	ENSG00000065054	4.5e-11
6494	SIPA1	ENSG00000213445	2.4e-09
54461	FBXW5	ENSG00000159069	6.3e-09
152273	FGD5	ENSG00000154783	1e-08
54620	FBXL19	ENSG00000099364	3.5e-08
140628	GATA5	ENSG00000130700	9.4e-08
392	ARHGAP1	ENSG00000175220	1.2e-07
168455	CCDC71L	ENSG00000253276	1.2e-07
6237	RRAS	ENSG00000126458	3.2e-07
399909	PCNX3	ENSG00000197136	3.5e-07
5972	REN	ENSG00000143839	1.1e-06
54502	RBM47	ENSG00000163694	2.2e-06
