Entrez	Gene Symbol	Ensembl ID	P-value
6462	SHBG	ENSG00000129214	2.2e-307
9971	NR1H4	ENSG00000012504	8.56e-98
284114	TMEM102	ENSG00000284228	7.16e-73
81579	PLA2G12A	ENSG00000123739	2.7e-50
10462	CLEC10A	ENSG00000132514	4.39e-46
3172	HNF4A	ENSG00000101076	3.4e-41
3171	FOXA3	ENSG00000170608	2.14e-22
54989	ZNF770	ENSG00000198146	1.8e-18
116840	CNTROB	ENSG00000170037	6.28e-16
4763	NF1	ENSG00000196712	1.37e-15
84938	ATG4C	ENSG00000125703	3.7e-15
91039	DPP9	ENSG00000142002	4.93e-13
146754	DNAH2	ENSG00000183914	7.47e-13
6654	SOS1	ENSG00000115904	1.8e-12
