Entrez	Gene Symbol	Ensembl ID	P-value
345	APOC3	ENSG00000110245	2.2300000000000002e-307
19	ABCA1	ENSG00000165029	2.2300000000000002e-307
949	SCARB1	ENSG00000073060	3.35e-117
1071	CETP	ENSG00000087237	6.560000000000001e-103
3990	LIPC	ENSG00000166035	7.74e-95
5140	PDE3B	ENSG00000152270	9.73e-56
81579	PLA2G12A	ENSG00000123739	3.2300000000000003e-47
9388	LIPG	ENSG00000101670	8.87e-44
3717	JAK2	ENSG00000096968	1.4999999999999998e-42
4023	LPL	ENSG00000175445	2.7e-39
10019	SH2B3	ENSG00000111252	1.51e-34
27329	ANGPTL3	ENSG00000132855	1.08e-32
10062	NR1H3	ENSG00000025434	1.41e-32
3931	LCAT	ENSG00000213398	1.1500000000000001e-29
116519	APOA5	ENSG00000110243	8.160000000000001e-29
5346	PLIN1	ENSG00000166819	2.5000000000000002e-22
338	APOB	ENSG00000084674	5.87e-22
51129	ANGPTL4	ENSG00000167772	1.27e-21
948	CD36	ENSG00000135218	1.52e-21
55908	ANGPTL8	ENSG00000130173	2.4600000000000003e-21
5468	PPARG	ENSG00000132170	3.56e-19
335	APOA1	ENSG00000118137	8.66e-16
6427	SRSF2	ENSG00000161547	4.09e-14
55532	SLC30A10	ENSG00000196660	7.38e-14
84699	CREB3L3	ENSG00000060566	1.02e-12
