Entrez	Gene Symbol	P-value	Beta
164656	TMPRSS6	0.0	0.15265593
8347	H2BC4	0.0	0.24850836
896	CCND3	0.0	0.1207677
7036	TFR2	8.999999999999998e-302	0.08548132
84717	HDGFL2	1e-220	0.07188543
8131	NPRL3	3e-211	0.07619863
10171	RCL1	5e-207	0.08614195
220972	MARCHF8	2e-166	0.12183551
55731	FAM222B	4e-161	0.07526263
10320	IKZF1	4e-147	0.057311416
10767	HBS1L	2e-123	0.06996565
84747	UNC119B	9e-119	0.05314529
3098	HK1	6e-110	0.07940427
10036	CHAF1A	2e-102	0.05334919
3050	HBZ	3e-102	0.23291726
51341	ZBTB7A	4.999999999999999e-84	0.05443745
6453	ITSN1	8e-78	0.043474108
23039	XPO7	2e-70	0.053614955
6911	TBX6	1e-69	0.039438546
55692	LUC7L	1e-65	1.5422138
25793	FBXO7	1e-64	0.041697323
83855	KLF16	6e-63	0.13909158
27158	NDOR1	5e-56	0.05164711
25893	TRIM58	3.9999999999999995e-54	0.036063585
64714	PDIA2	2e-53	1.4801668
2766	GMPR	4e-53	0.41529825
6521	SLC4A1	1e-52	0.03711876
26100	WIPI2	1e-52	0.05381968
8140	SLC7A5	9e-52	0.03904947
596	BCL2	1e-51	0.09888882
890	CCNA2	3e-51	0.033995762
25862	USP49	1e-48	0.066245064
81558	FAM117A	2e-48	0.60154325
7018	TF	2e-47	0.45218804
5292	PIM1	7e-46	0.16046184
57545	CC2D2A	7e-46	0.03181864
147339	ARK2N	9e-46	0.047286406
55553	SOX6	8.000000000000001e-45	0.034604974
754	PTTG1IP	5e-43	0.04265524
7037	TFRC	7e-43	0.053204633
212	ALAS2	5.999999999999999e-42	0.091760784
4005	LMO2	9e-42	0.030048309
11322	TMC6	4e-41	0.035953183
8328	GFI1B	6e-41	0.062896654
94239	H2AZ2	8e-41	0.029443104
143888	POGLUT3	1e-40	0.030018581
9739	SETD1A	1e-38	0.029660273
7015	TERT	2e-38	0.03338528
9911	TMCC2	1e-37	0.036092132
53335	BCL11A	2e-37	0.031699445
3042	HBM	2e-37	0.035923265
4299	AFF1	6e-37	0.03505217
8766	RAB11A	1e-36	0.037829593
55970	GNG12	4e-36	0.030367533
10890	RAB10	4e-36	0.033916343
6732	SRPK1	2e-35	0.029169638
10541	ANP32B	3e-35	0.03432688
89874	SLC25A21	3e-35	0.029989658
23228	PLCL2	4e-35	0.03289886
5922	RASA2	5e-35	0.029527746
23460	ABCA6	6e-35	0.09146869
169981	SPIN3	6e-35	0.029487295
6240	RRM1	6e-34	0.027376719
23317	DNAJC13	2e-33	0.05642604
8660	IRS2	2e-33	0.027493773
8312	AXIN1	7e-33	0.81295526
8850	KAT2B	1e-31	0.027836597
28	ABO	2e-31	0.05345442
54855	TENT5C	2e-31	0.028947156
63976	PRDM16	2e-31	0.030608626
55289	ACOXL	2e-31	0.03668734
374618	TEX9	2e-31	0.026210036
80149	ZC3H12A	4e-31	0.025731537
51218	GLRX5	4e-31	0.029838104
92140	MTDH	5e-31	0.051040795
4627	MYH9	7.999999999999999e-30	0.026771322
140688	NOL4L	7.999999999999999e-30	0.027357873
92521	SPECC1	7.999999999999999e-30	0.03459933
7083	TK1	1.0000000000000001e-29	0.112858266
8897	MTMR3	5.0000000000000004e-29	0.042677987
84941	HSH2D	9.999999999999999e-29	0.03531167
999	CDH1	3e-28	0.026733719
440275	EIF2AK4	5e-28	0.0312372
23082	PPRC1	7e-28	0.024362862
114818	KLHL29	3e-27	0.03388248
55132	LARP1B	3e-27	0.13102162
240	ALOX5	4e-27	0.080157116
27086	FOXP1	4e-27	0.028857611
3106	HLA-B	9.999999999999999e-27	0.023138076
1373	CPS1	1.9999999999999998e-26	0.025373457
5981	RFC1	1.9999999999999998e-26	0.023660462
60468	BACH2	3e-26	0.023478493
83986	FAM234A	3e-26	0.56458586
9049	AIP	3e-26	0.024801066
58986	PGAP6	3.9999999999999996e-26	1.0830935
54498	SMOX	7e-26	0.02396397
5295	PIK3R1	7e-26	0.02331412
80339	PNPLA3	3e-25	0.027489014
6311	ATXN2	3e-25	0.028059587
6708	SPTA1	7.9999999999999985e-25	0.024853446
284058	KANSL1	3e-24	0.022808008
27161	AGO2	5e-24	0.037954833
64093	SMOC1	8.000000000000001e-23	0.029119551
4350	MPG	1e-22	1.7664843
7157	TP53	1e-22	0.100040965
51412	ACTL6B	1e-22	0.661916
994	CDC25B	1e-22	0.021805905
200734	SPRED2	3e-22	0.021840408
4524	MTHFR	3e-22	0.028798906
6650	CAPN15	4e-22	1.595997
161882	ZFPM1	7e-22	0.07192202
7704	ZBTB16	9e-22	0.022797426
90355	MACIR	1e-21	0.022613037
64393	ZMAT3	1e-21	0.024791043
64795	RMND5A	2e-21	0.022587279
5913	RAPSN	2e-21	0.023219768
92745	SLC38A5	2e-21	0.044218145
203569	PAGE2	2e-21	0.022045242
25853	DCAF12	2e-21	0.0314509
22803	XRN2	3e-21	0.047093082
8451	CUL4A	4e-21	0.023437757
25970	SH2B1	4e-21	0.021904184
63935	PCIF1	4e-21	0.027764544
7398	USP1	6e-21	0.021335667
23112	TNRC6B	9e-21	0.020934112
23250	ATP11A	1e-20	0.03615953
51592	TRIM33	1e-20	0.023628596
25804	LSM4	2e-20	0.042815488
10464	PIBF1	2e-20	0.17124623
23367	LARP1	3e-20	0.055471603
9361	LONP1	3e-20	0.021706209
23026	MYO16	3e-20	0.02042173
1318	SLC31A2	7e-20	0.07744707
7029	TFDP2	8e-20	0.03147551
1153	CIRBP	2e-19	0.03173202
5290	PIK3CA	2e-19	0.100679055
91750	LIN52	2e-19	0.023171315
23139	MAST2	2e-19	0.020082487
545	ATR	3e-19	0.11221108
10599	SLCO1B1	3e-19	0.02751145
10723	SLC12A7	3e-19	0.02009876
3821	KLRC1	4e-19	0.029102098
79852	EPHX3	6e-19	0.027981464
3607	FOXK2	8e-19	0.036929123
79991	STN1	1e-18	0.02821104
80342	TRAF3IP3	2e-18	0.023092836
2308	FOXO1	4e-18	0.023734156
1032	CDKN2D	4e-18	0.28933614
57580	PREX1	4e-18	0.020257266
89870	TRIM15	4e-18	0.055055395
84969	TOX2	5e-18	0.020978427
57799	RAB40C	9e-18	0.6250412
80201	HKDC1	1e-17	0.019460948
11169	WDHD1	1e-17	0.023164382
9962	SLC23A2	1e-17	0.01990528
10978	CLP1	1e-17	0.02038221
5890	RAD51B	2e-17	0.02583046
55589	BMP2K	2e-17	0.023620829
3953	LEPR	3e-17	0.020622203
90459	ERI1	3e-17	0.018842863
57817	HAMP	3e-17	0.022044605
7375	USP4	5e-17	0.022252932
4330	MN1	6e-17	0.018970296
57623	ZFAT	7e-17	0.025431197
27244	SESN1	8e-17	0.027522922
9736	USP34	8e-17	0.019628787
9792	SERTAD2	1e-16	0.031997785
8932	MBD2	1e-16	0.019223671
1021	CDK6	1e-16	0.018417498
4756	NEO1	1e-16	0.01840632
79727	LIN28A	1e-16	0.022751678
91748	MIDEAS	2e-16	0.07079765
79970	ZNF767P	2e-16	0.071657
7357	UGCG	2e-16	0.079136685
51496	CTDSPL2	3e-16	0.049489774
558	AXL	4e-16	0.019594017
57140	RNPEPL1	5e-16	0.026161905
51564	HDAC7	5e-16	0.019046733
25948	KBTBD2	5e-16	0.018422738
29855	UBN1	6e-16	0.018055424
11077	HSF2BP	6e-16	0.018042164
50939	IMPG2	8e-16	0.021612141
50861	STMN3	1e-15	0.019073809
8454	CUL1	1e-15	0.02170393
5933	RBL1	2e-15	0.2263006
9727	RAB11FIP3	2e-15	1.0748503
9816	URB2	3e-15	0.017360743
9141	PDCD5	3e-15	0.021810262
1997	ELF1	3e-15	0.022163063
199699	DAND5	4e-15	0.037434716
665	BNIP3L	4e-15	0.019064967
3570	IL6R	5e-15	0.017792854
861	RUNX1	5e-15	0.018720338
252983	STXBP4	5e-15	0.021477135
84923	VCF1	6e-15	0.017815376
3842	TNPO1	6e-15	0.03169384
79915	ATAD5	1e-14	0.046807114
3717	JAK2	1e-14	0.018049994
2972	BRF1	2e-14	0.018481955
5728	PTEN	2e-14	0.017416602
2078	ERG	2e-14	0.017582545
64420	SUSD1	4e-14	0.02853707
3040	HBA2	5e-14	0.10592305
147372	CCBE1	6e-14	0.024662262
978	CDA	7e-14	0.01729547
6774	STAT3	8e-14	0.017389283
28969	BZW2	1e-13	0.01677568
4987	OPRL1	2e-13	0.016260259
55291	PPP6R3	2e-13	0.01851236
15	AANAT	3e-13	0.016256424
6660	SOX5	4e-13	0.04344492
58495	OVOL2	4e-13	0.11657216
8295	TRRAP	4e-13	0.040092386
84875	PARP10	4e-13	0.016731964
10180	RBM6	5e-13	0.016243495
192111	PGAM5	7e-13	0.039374646
8528	DDO	7e-13	0.018750412
6184	RPN1	7e-13	0.01817673
3146	HMGB1	8e-13	0.061211508
57184	FAM219B	8e-13	0.01940074
4208	MEF2C	8e-13	0.04091327
9766	SUSD6	8e-13	0.021001898
23067	SETD1B	1e-12	0.01973133
140683	BPIFA2	1e-12	0.03041068
1874	E2F4	2e-12	0.6965251
81618	ITM2C	2e-12	0.018795723
90007	MIDN	2e-12	0.09636286
83990	BRIP1	2e-12	0.016741144
151827	LRRC34	2e-12	0.018788492
9261	MAPKAPK2	2e-12	0.018810712
55656	INTS8	2e-12	0.032459326
5184	PEPD	2e-12	0.0155330375
51168	MYO15A	3e-12	0.015858348
60	ACTB	3e-12	0.016352693
23495	TNFRSF13B	3e-12	0.09189204
54914	FOCAD	3e-12	0.017633643
53944	CSNK1G1	3e-12	0.02398801
10513	APPBP2	3e-12	0.15365127
22870	PPP6R1	3e-12	0.029166725
51621	KLF13	3e-12	0.03961501
147138	TMC8	4e-12	0.13768993
644186	SYCE3	4e-12	0.01645536
8801	SUCLG2	4e-12	0.02407572
51130	ASB3	4e-12	0.017178921
10212	DDX39A	5e-12	0.033258602
149111	CNIH3	5e-12	0.018680595
90381	TICRR	6e-12	0.015261849
221188	ADGRG5	8e-12	0.016314605
79718	TBL1XR1	9e-12	0.015265031
150280	HORMAD2	1e-11	0.026764277
7088	TLE1	1e-11	0.01687685
5570	PKIB	1e-11	0.01655097
23300	ATMIN	1e-11	0.022553796
