Entrez	Gene Symbol	Ensembl ID	P-value
9227	LRAT	ENSG00000121207	4.13e-06
439	GET3	ENSG00000198356	8.74e-06
1442	CSH1	ENSG00000136488	1.76e-05
201595	STT3B	ENSG00000163527	2.33e-05
203427	SLC25A43	ENSG00000077713	2.76e-05
80097	MZT2B	ENSG00000152082	2.97e-05
390201	OR10V1	ENSG00000172289	3.4e-05
23094	SIPA1L3	ENSG00000105738	3.54e-05
26338	OR5L2	ENSG00000205030	3.64e-05
196441	ZFC3H1	ENSG00000133858	4.53e-05
11017	SNRNP27	ENSG00000124380	5.55e-05
5774	PTPN3	ENSG00000070159	5.65e-05
83548	COG3	ENSG00000136152	6.71e-05
55720	TSR1	ENSG00000167721	7.03e-05
140731	ANKRD60	ENSG00000124227	8.4e-05
56882	CDC42SE1	ENSG00000197622	8.61e-05
6523	SLC5A1	ENSG00000100170	9.33e-05
6752	SSTR2	ENSG00000180616	9.37e-05
