Entrez	Gene Symbol	P-value	Beta
79722	ANKRD55	2e-44	0.82563704
6775	STAT4	2e-31	1.1378039
3899	AFF3	7.9999999999999985e-25	0.9038426
10125	RASGRP1	8e-22	1.1079373
57511	COG6	9e-22	1.1114883
958	CD40	4e-21	1.1090457
7297	TYK2	6e-21	0.6414654
9145	SYNGR1	1e-20	1.1167247
23534	TNPO3	3e-18	1.1818725
5771	PTPN2	3e-18	1.1098224
200734	SPRED2	5e-18	0.9081915
3559	IL2RA	1e-17	1.0974617
4204	MECP2	4e-17	0.8787982
23228	PLCL2	1e-16	1.0900244
51176	LEF1	5e-14	0.84139
5588	PRKCQ	6e-14	1.0919881
11240	PADI2	1e-13	0.9164938
9474	ATG5	3e-13	1.1129342
55876	GSDMB	7e-13	1.0764838
7332	UBE2L3	1e-12	1.0962552
861	RUNX1	1e-12	1.0796101
57705	WDFY4	1e-12	0.9289503
90355	MACIR	2e-12	0.9110113
2214	FCGR3A	2e-12	0.91420543
4664	NAB1	2e-12	1.0801501
7292	TNFSF4	4e-12	0.9134743
2625	GATA3	5e-12	0.9269089
5869	RAB5B	1e-11	0.93015873
7006	TEC	2e-11	1.0716505
9051	PSTPIP1	2e-11	0.91082907
26147	PHF19	3e-11	0.93332666
10666	CD226	5e-11	1.0695094
3595	IL12RB2	6e-11	0.92293173
5890	RAD51B	6e-11	1.0832871
326	AIRE	7e-11	1.1262573
149175	MANEAL	8e-11	1.0768068
3570	IL6R	1e-10	1.0896888
200424	TET3	1e-10	0.8775687
53347	UBASH3A	1e-10	0.9283003
8840	CCN4	3e-10	0.9226549
118429	ANTXR2	4e-10	0.92997277
116985	ARAP1	8e-10	0.8906533
342132	ZNF774	9e-10	1.0804741
404037	HAPLN4	1e-09	1.104508
1439	CSF2RB	2e-09	1.0631115
1021	CDK6	2e-09	1.0788547
222659	PXT1	2e-09	1.0763762
841	CASP8	2e-09	1.1306583
10274	STAG1	3e-09	1.3753387
8603	FAM193A	3e-09	0.9415762
51061	TXNDC11	4e-09	1.0768068
3460	IFNGR2	4e-09	0.9303448
7163	TPD52	4e-09	1.0801501
147841	SPC24	4e-09	0.930717
1611	DAP	5e-09	1.0630052
4914	NTRK1	5e-09	0.93276685
5334	PLCL1	8e-09	1.0631115
23092	ARHGAP26	8e-09	1.0714362
9229	DLGAP1	9e-09	0.91137576
1827	RCAN1	1e-08	0.9034812
9169	SCAF11	1e-08	0.9257973
55289	ACOXL	1e-08	0.9217327
60468	BACH2	1e-08	1.1089349
5583	PRKCH	2e-08	1.1136022
2786	GNG4	2e-08	0.91265255
2322	FLT3	2e-08	0.9116492
1820	ARID3A	3e-08	0.9222859
9757	KMT2B	3e-08	0.9330467
10320	IKZF1	5e-08	0.9463905
131601	TPRA1	5e-08	0.9182368
29125	C11orf21	1e-07	1.0627927
10956	OS9	1e-07	1.0570691
196	AHR	2e-07	1.1011995
2672	GFI1	7e-07	1.0949404
8844	KSR1	3e-06	1.0627927
8792	TNFRSF11A	6e-06	1.0729373
