Entrez	Gene Symbol	P-value	Beta
1493	CTLA4	5.9999999999999996e-55	1.17
6775	STAT4	7.0000000000000015e-31	1.14
60468	BACH2	7e-28	0.89
114904	C1QTNF6	3e-21	1.1
2322	FLT3	9e-16	1.41
221178	SPATA13	1e-15	1.09
10125	RASGRP1	4e-15	1.09
29121	CLEC2D	1e-13	0.92
7173	TPO	1e-13	1.08
3661	IRF3	1e-10	0.93
30009	TBX21	9e-10	1.08
7038	TG	2e-09	1.06
3633	INPP5B	2e-09	0.94
64135	IFIH1	7e-09	0.94
10846	PDE10A	9e-08	0.94
23533	PIK3R5	2e-07	0.93
10666	CD226	2e-07	1.05
8764	TNFRSF14	2e-07	1.08
2065	ERBB3	3e-07	1.05
64599	GIGYF1	4e-07	0.92
2534	FYN	7e-07	0.95
87178	PNPT1	8e-07	1.11
6760	SS18	8e-07	0.95
1524	CX3CR1	2e-06	1.07
5862	RAB2A	7e-06	1.05
