Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	1e-200	0.159495
348	APOE	1e-200	0.335294
255738	PCSK9	1.0000000000000001e-72	0.316515
1952	CELSR2	2e-48	0.0808542
3156	HMGCR	4.999999999999999e-32	0.0558338
23460	ABCA6	2e-31	0.18082
28	ABO	7.999999999999999e-26	0.0625455
57794	SUGP1	5e-23	0.0860331
85440	DOCK7	7e-20	0.0439367
6927	HNF1A	9e-20	0.0431185
64241	ABCG8	1e-19	0.0445677
10452	TOMM40	2e-18	0.103184
6580	SLC22A1	7e-15	0.0450862
9388	LIPG	1e-13	0.149438
6597	SMARCA4	1e-13	0.16376
3117	HLA-DQA1	2e-13	0.0439402
7227	TRPS1	4e-13	0.0372015
10349	ABCA10	9e-12	0.0468049
3250	HPR	4e-11	0.0390541
85363	TRIM5	2e-10	0.0571211
350	APOH	5e-10	0.0831854
2523	FUT1	1e-09	0.0283573
