Entrez	Gene Symbol	Ensembl ID	P-value
81578	COL21A1	ENSG00000124749	3.61e-40
153241	CEP120	ENSG00000168944	8.25e-31
2669	GEM	ENSG00000164949	1.33e-26
8425	LTBP4	ENSG00000090006	5.82e-22
4643	MYO1E	ENSG00000157483	3.9e-21
6910	TBX5	ENSG00000089225	1.14e-20
125	ADH1B	ENSG00000196616	1.67e-20
285025	CCDC141	ENSG00000163492	2.59e-18
4881	NPR1	ENSG00000169418	1.09e-17
463	ZFHX3	ENSG00000140836	1.29e-16
79987	SVEP1	ENSG00000165124	2.69e-16
5571	PRKAG1	ENSG00000181929	2.34e-15
3911	LAMA5	ENSG00000130702	9.21e-14
50507	NOX4	ENSG00000086991	1.06e-13
80206	FHOD3	ENSG00000134775	2.05e-13
11095	ADAMTS8	ENSG00000134917	5.77e-13
2028	ENPEP	ENSG00000138792	5.9e-13
9351	SLC9A3R2	ENSG00000065054	1.18e-12
10198	MPHOSPH9	ENSG00000051825	1.27e-12
83756	TAS1R3	ENSG00000169962	1.28e-12
79598	CEP97	ENSG00000182504	2.58e-11
79027	ZNF655	ENSG00000197343	2.92e-11
23371	TNS2	ENSG00000111077	3.01e-11
4524	MTHFR	ENSG00000177000	4.29e-11
6237	RRAS	ENSG00000126458	5.34e-11
22984	PDCD11	ENSG00000148843	6.26e-11
4170	MCL1	ENSG00000143384	8.1e-11
57623	ZFAT	ENSG00000066827	1.96e-10
221322	TBC1D32	ENSG00000146350	3.07e-10
3083	HGFAC	ENSG00000109758	3.85e-10
9851	KIAA0753	ENSG00000198920	4.05e-10
11259	FILIP1L	ENSG00000168386	4.65e-10
23082	PPRC1	ENSG00000148840	5.23e-10
904	CCNT1	ENSG00000129315	6.59e-10
6655	SOS2	ENSG00000100485	9.76e-10
65986	ZBTB10	ENSG00000205189	1.01e-09
6339	SCNN1D	ENSG00000162572	1.05e-09
55835	CENPJ	ENSG00000151849	1.39e-09
5189	PEX1	ENSG00000127980	1.77e-09
51018	RRP15	ENSG00000067533	1.84e-09
10411	RAPGEF3	ENSG00000079337	2.67e-09
51196	PLCE1	ENSG00000138193	3.67e-09
896	CCND3	ENSG00000112576	4.24e-09
7273	TTN	ENSG00000155657	4.44e-09
6521	SLC4A1	ENSG00000004939	7.19e-09
7455	ZAN	ENSG00000146839	8.55e-09
153443	SRFBP1	ENSG00000151304	9.26e-09
124989	EFCAB13	ENSG00000178852	1.06e-08
57818	G6PC2	ENSG00000278373	1.13e-08
64787	EPS8L2	ENSG00000177106	1.77e-08
94031	HTRA3	ENSG00000170801	2.27e-08
114900	C1QTNF4	ENSG00000284838	4.04e-08
89887	ZNF628	ENSG00000197483	4.82e-08
5331	PLCB3	ENSG00000149782	5.72e-08
140609	NEK7	ENSG00000151414	6.1e-08
9208	LRRFIP1	ENSG00000124831	6.25e-08
9779	TBC1D5	ENSG00000131374	6.38e-08
130271	PLEKHH2	ENSG00000152527	8.3e-08
23580	CDC42EP4	ENSG00000179604	1.05e-07
55114	ARHGAP17	ENSG00000288353	1.16e-07
92736	OTOP2	ENSG00000183034	1.61e-07
54620	FBXL19	ENSG00000099364	1.8e-07
91179	SCARF2	ENSG00000244486	1.83e-07
3488	IGFBP5	ENSG00000115461	1.91e-07
124535	HSF5	ENSG00000176160	1.98e-07
5168	ENPP2	ENSG00000136960	3.22e-07
119587	CPXM2	ENSG00000121898	3.87e-07
9815	GIT2	ENSG00000139436	7.85e-07
64750	SMURF2	ENSG00000108854	1.045e-06
93035	PKHD1L1	ENSG00000205038	1.217e-06
3172	HNF4A	ENSG00000101076	1.304e-06
22868	FASTKD2	ENSG00000118246	1.783e-06
9726	ZNF646	ENSG00000167395	1.889e-06
91754	NEK9	ENSG00000119638	1.986e-06
54621	VSIG10	ENSG00000176834	2.184e-06
25844	YIPF3	ENSG00000137207	2.484e-06
