Entrez	Gene Symbol	P-value	Beta
117247	SLC16A10	2e-69	0.320304
6927	HNF1A	8e-47	0.0605976
283377	SPRYD4	3e-38	0.068386
127	ADH4	1e-19	0.0406162
221037	JMJD1C	2e-18	0.0360568
221895	JAZF1	4e-13	0.0360247
1373	CPS1	7e-12	0.0304767
144406	CFAP251	1e-11	0.0428944
4004	LMO1	2e-10	0.0291217
348174	CLEC18A	2e-10	0.0326032
91833	WDR20	2e-10	0.0325661
3172	HNF4A	5e-10	0.0741336
80339	PNPLA3	7e-09	0.0288532
84059	ADGRV1	9e-09	0.0240489
262	AMD1	3e-08	0.127319
5053	PAH	3e-08	0.0273397
9681	DEPDC5	5e-08	0.0509432
9784	SNX17	5e-08	0.0230046
