Entrez	Gene Symbol	P-value	Beta
4059	BCAM	1e-200	0.368413
8854	ALDH1A2	1e-200	0.15593
10452	TOMM40	6e-197	0.399963
63935	PCIF1	5e-137	0.144962
1952	CELSR2	7e-96	0.113081
255738	PCSK9	1e-48	0.253721
5819	NECTIN2	9e-37	0.141474
19	ABCA1	2e-31	0.0601323
158219	TTC39B	4e-31	0.0757067
51426	POLK	7e-16	0.0450551
102	ADAM10	1e-15	0.0836242
3931	LCAT	6e-15	0.097722
90634	N4BP2L1	2e-14	0.0364997
4018	LPA	8e-14	0.0624976
23483	TGDS	2e-13	0.034786
64240	ABCG5	2e-12	0.0670436
9688	NUP93	7e-12	0.0314826
1374	CPT1A	9e-12	0.0617707
257160	RNF214	6e-11	0.130711
6597	SMARCA4	9e-11	0.141079
5468	PPARG	3e-10	0.171484
85363	TRIM5	4e-10	0.0287507
8567	MADD	1e-09	0.0338312
