Entrez	Gene Symbol	P-value	Beta
114134	SLC2A13	7e-26	0.4475
9531	BAG3	2e-12	0.468
55975	KLHL7	8e-12	0.1016
84286	TMEM175	1e-11	0.1915
56922	MCCC1	2e-11	0.1671
284058	KANSL1	2e-11	0.0994
64710	NUCKS1	4e-11	0.132
1508	CTSB	6e-11	0.1103
2643	GCH1	1e-10	0.0993
84660	CCDC62	2e-10	0.1102
6456	SH3GL2	3e-10	0.0942
8477	GPR65	6e-10	0.086
79993	ELOVL7	7e-10	0.1444
6014	RIT2	2e-09	0.0892
22997	IGSF9B	7e-09	0.1012
9779	TBC1D5	9e-09	0.1206
112755	STX1B	1e-08	0.0859
1859	DYRK1A	5e-08	0.083
3707	ITPKB	6e-08	0.0846
165679	SPTSSB	6e-08	0.0797
64116	SLC39A8	7e-08	0.1495
7226	TRPM2	9e-08	0.3655
57568	SIPA1L2	2e-07	0.1045
116931	MED12L	2e-07	0.0761
25791	NGEF	3e-07	0.1272
8516	ITGA8	3e-07	0.0768
774	CACNA1B	3e-07	0.1373
83666	PARP9	3e-07	0.0946
1740	DLG2	5e-07	0.0715
817	CAMK2D	5e-07	0.1043
85366	MYLK2	6e-07	0.0767
51201	ZDHHC2	6e-06	0.0813
