Entrez	Gene Symbol	Ensembl ID	P-value
8780	RIOK3	ENSG00000101782	5.3e-65
8877	SPHK1	ENSG00000176170	7.7e-59
10019	SH2B3	ENSG00000111252	8.5e-25
759	CA1	ENSG00000133742	2.2e-23
6005	RHAG	ENSG00000112077	1.6e-19
10058	ABCB6	ENSG00000115657	7.8e-19
10788	IQGAP2	ENSG00000145703	9.5e-17
286	ANK1	ENSG00000029534	2.2e-16
388931	MFSD2B	ENSG00000205639	4.3e-16
5313	PKLR	ENSG00000262785	8.6e-16
9780	PIEZO1	ENSG00000103335	1.4e-15
494143	CHAC2	ENSG00000143942	1.6e-14
283450	HECTD4	ENSG00000173064	2e-13
645	BLVRB	ENSG00000090013	1.5e-12
83483	PLVAP	ENSG00000130300	4.6e-12
343406	OR10R2	ENSG00000198965	5.7e-12
5346	PLIN1	ENSG00000166819	2.3e-11
272	AMPD3	ENSG00000133805	2.5e-11
5140	PDE3B	ENSG00000152270	2.8e-11
11068	CYB561D2	ENSG00000114395	4.6e-11
27102	EIF2AK1	ENSG00000086232	1.3e-10
64420	SUSD1	ENSG00000106868	1.6e-10
127064	OR2T12	ENSG00000177201	2.4e-09
5794	PTPRH	ENSG00000080031	5.5e-09
81027	TUBB1	ENSG00000101162	1e-08
9180	OSMR	ENSG00000145623	1.1e-08
54855	TENT5C	ENSG00000183508	1.2e-08
6614	SIGLEC1	ENSG00000088827	1.4e-08
5589	PRKCSH	ENSG00000130175	2e-08
54461	FBXW5	ENSG00000159069	4.4e-08
63891	RNF123	ENSG00000164068	5.4e-08
2993	GYPA	ENSG00000170180	1.3e-07
5213	PFKM	ENSG00000152556	1.7e-07
2038	EPB42	ENSG00000166947	2.2e-07
4340	MOG	ENSG00000237834	2.2e-07
6007	RHD	ENSG00000187010	2.9e-07
81442	OR6N2	ENSG00000188340	4.4e-07
23640	HSPBP1	ENSG00000133265	4.9e-07
10906	TRAFD1	ENSG00000135148	6.3e-07
130399	ACVR1C	ENSG00000123612	8.2e-07
91300	R3HDM4	ENSG00000198858	8.9e-07
4041	LRP5	ENSG00000162337	1e-06
9669	EIF5B	ENSG00000158417	1.3e-06
115098	CCDC124	ENSG00000007080	1.8e-06
345	APOC3	ENSG00000110245	2.1e-06
23495	TNFRSF13B	ENSG00000240505	2.3e-06
