Entrez	Gene Symbol	P-value	Beta
8854	ALDH1A2	2e-109	0.100083
4023	LPL	4e-69	0.0855365
9388	LIPG	1e-67	0.333893
23387	SIK3	5.0000000000000005e-37	0.071397
338	APOB	3.9999999999999997e-32	0.0640435
2646	GCKR	3e-29	0.0505503
2590	GALNT2	4e-27	0.0486407
84166	NLRC5	5e-27	0.139449
7398	USP1	3e-26	0.0493826
3172	HNF4A	5e-21	0.120437
949	SCARB1	9e-17	0.0397882
57678	GPAM	4e-16	0.040095
7227	TRPS1	1e-15	0.0357135
147841	SPC24	5e-15	0.0351816
64116	SLC39A8	9e-15	0.0647636
19	ABCA1	2e-14	0.038232
5913	RAPSN	2e-14	0.0358868
64757	MTARC1	4e-14	0.0363878
9415	FADS2	5e-13	0.0496808
29956	CERS2	7e-13	0.0382723
7332	UBE2L3	9e-13	0.0400232
283446	MYO1H	3e-11	0.0291418
158219	TTC39B	3e-10	0.0398718
220972	MARCHF8	3e-10	0.0298422
