Entrez	Gene Symbol	P-value	Beta
10019	SH2B3	7e-260	0.0822
58513	EPS15L1	3e-233	0.1082
3107	HLA-C	1e-224	0.0839
29072	SETD2	6e-102	0.0519
3575	IL7R	1.0000000000000001e-72	0.0467
388931	MFSD2B	1e-61	0.0568
79966	SCD5	3e-58	0.041
8826	IQGAP1	4e-57	0.0353
11278	KLF12	5e-52	0.0477
55843	ARHGAP15	6e-50	0.2331
63892	THADA	6e-48	0.0661
5937	RBMS1	1e-46	0.0398
10767	HBS1L	1e-46	0.0336
23526	ARHGAP45	2e-46	0.0583
150280	HORMAD2	9.000000000000001e-45	0.0306
64005	MYO1G	3e-43	0.0426
4126	MANBA	2e-41	0.0287
128368	OR10Z1	5.9999999999999996e-40	0.0306
118429	ANTXR2	1e-38	0.0305
22806	IKZF3	2e-38	0.0279
84959	UBASH3B	6e-38	0.03
5062	PAK2	1e-37	0.0275
57707	MEAK7	1e-36	0.0328
56952	PRTFDC1	2e-35	0.0303
7332	UBE2L3	3e-35	0.0316
152100	CMC1	4.0000000000000006e-34	0.0312
256380	SCML4	2e-33	0.0353
79841	AGBL2	4e-33	0.0353
23169	SLC35D1	3.9999999999999997e-32	0.029
7187	TRAF3	7.0000000000000015e-31	0.0342
50488	MINK1	9.000000000000001e-29	0.0271
5570	PKIB	1.9999999999999997e-28	0.0233
23236	PLCB1	1.9999999999999997e-28	0.0233
8877	SPHK1	8.000000000000001e-28	0.2156
7597	ZBTB25	9.999999999999999e-27	0.0239
4063	LY9	3e-26	0.023
896	CCND3	3e-26	0.0313
841	CASP8	4.9999999999999996e-26	0.023
23293	SMG6	3e-25	0.0429
26147	PHF19	2.0000000000000002e-23	0.0211
25816	TNFAIP8	2.0000000000000002e-23	0.0276
55204	GOLPH3L	5e-23	0.0235
84159	ARID5B	1e-22	0.0216
23495	TNFRSF13B	1e-22	0.1378
221895	JAZF1	2e-22	0.0252
9555	MACROH2A1	9e-22	0.0751
5341	PLEK	2e-21	0.1209
60468	BACH2	1e-20	0.0288
1524	CX3CR1	1e-20	0.028
1997	ELF1	2e-20	0.032
10055	SAE1	4e-20	0.0219
493	ATP2B4	7e-20	0.0365
128611	ZNF831	1e-19	0.0202
5788	PTPRC	2e-19	0.0315
2113	ETS1	3e-19	0.0201
27143	PALD1	4e-19	0.0541
1950	EGF	1e-18	0.0195
857	CAV1	3e-18	0.0376
3190	HNRNPK	5e-18	0.0207
7091	TLE4	8e-18	0.022
253461	ZBTB38	1e-17	0.0184
256227	STEAP1B	1e-17	0.0244
84166	NLRC5	2e-17	0.0188
8807	IL18RAP	2e-17	0.0242
9679	FAM53B	3e-17	0.018
2869	GRK5	7e-17	0.0179
57610	RANBP10	1e-16	0.0425
2625	GATA3	1e-16	0.0251
121599	SPIC	3e-16	0.0364
23264	ZC3H7B	3e-16	0.0229
65991	FUNDC2	5e-16	0.019
132720	FAM241A	6e-16	0.0173
286	ANK1	8e-16	0.0196
169792	GLIS3	9e-16	0.0183
6387	CXCL12	9e-16	0.0277
22898	DENND3	1e-15	0.0178
56848	SPHK2	1e-15	0.0965
8621	CDK13	1e-15	0.0196
80212	CCDC92	1e-15	0.0208
64324	NSD1	1e-15	0.0207
421	ARVCF	4e-15	0.0194
1435	CSF1	4e-15	0.0219
3953	LEPR	6e-15	0.0179
111	ADCY5	1e-14	0.021
254251	LCORL	1e-14	0.0246
50650	ARHGEF3	2e-14	0.0162
4486	MST1R	2e-14	0.0197
146223	CMTM4	2e-14	0.0435
9780	PIEZO1	3e-14	0.0163
309	ANXA6	3e-14	0.0167
596	BCL2	3e-14	0.0338
54518	APBB1IP	5e-14	0.0171
1789	DNMT3B	5e-14	0.0183
23550	PSD4	6e-14	0.0161
56829	ZC3HAV1	6e-14	0.0161
57082	KNL1	7e-14	0.0176
4772	NFATC1	8e-14	0.0161
283152	DRC12	2e-13	0.0164
84456	L3MBTL3	2e-13	0.0195
285513	GPRIN3	3e-13	0.0163
5770	PTPN1	3e-13	0.0157
79142	PHF23	4e-13	0.0227
6118	RPA2	4e-13	0.0178
2631	NIPSNAP2	6e-13	0.0182
4815	NINJ2	6e-13	0.0155
7094	TLN1	7e-13	0.016
864	RUNX3	9e-13	0.0153
2624	GATA2	1e-12	0.0176
23410	SIRT3	3e-12	0.0149
27106	ARRDC2	3e-12	0.0189
5890	RAD51B	3e-12	0.0205
64318	NOC3L	4e-12	0.0171
779	CACNA1S	4e-12	0.0172
55244	SLC47A1	4e-12	0.0185
6871	TADA2A	5e-12	0.0164
5932	RBBP8	1e-11	0.0173
51341	ZBTB7A	1e-11	0.0395
3603	IL16	2e-11	0.0221
473	RERE	2e-11	0.015
27332	ZNF638	2e-11	0.0161
54793	KCTD9	4e-11	0.0175
2115	ETV1	4e-11	0.0175
84830	ADTRP	8e-11	0.0139
143458	LDLRAD3	1e-10	0.0159
1130	LYST	1e-10	0.0242
814	CAMK4	1e-10	0.0304
445815	PALM2AKAP2	1e-10	0.0204
83706	FERMT3	1e-10	0.1179
978	CDA	1e-10	0.0149
9033	PKD2L1	2e-10	0.0197
54897	CASZ1	2e-10	0.0146
57178	ZMIZ1	2e-10	0.0136
1644	DDC	2e-10	0.0549
1577	CYP3A5	2e-10	0.0282
5775	PTPN4	2e-10	0.0313
55425	GPALPP1	3e-10	0.0287
3360	HTR4	3e-10	0.0145
1445	CSK	4e-10	0.0159
23198	PSME4	4e-10	0.0143
2687	GGT5	5e-10	0.0133
157310	PEBP4	6e-10	0.0154
51474	LIMA1	7e-10	0.015
22927	HABP4	8e-10	0.0177
64421	DCLRE1C	9e-10	0.0141
2901	GRIK5	1e-09	0.0344
1794	DOCK2	1e-09	0.0138
9046	DOK2	1e-09	0.0355
146712	B3GNTL1	1e-09	0.0174
23112	TNRC6B	1e-09	0.0172
9846	GAB2	1e-09	0.0152
5144	PDE4D	1e-09	0.0147
114793	FMNL2	1e-09	0.0207
9844	ELMO1	1e-09	0.0241
163486	DENND1B	1e-09	0.0166
23086	EXPH5	1e-09	0.0341
56990	CDC42SE2	2e-09	0.0147
4299	AFF1	2e-09	0.0182
80177	MYCT1	2e-09	0.0167
6240	RRM1	2e-09	0.0135
54498	SMOX	2e-09	0.0135
8082	SSPN	2e-09	0.0127
6400	SEL1L	2e-09	0.0307
100507650	RNF212B	3e-09	0.0186
168850	ZNF800	3e-09	0.0513
4026	LPP	3e-09	0.0125
11060	WWP2	3e-09	0.0164
7874	USP7	3e-09	0.0163
22899	ARHGEF15	4e-09	0.0129
5087	PBX1	4e-09	0.0129
150962	PUS10	4e-09	0.0136
754	PTTG1IP	4e-09	0.0823
6295	SAG	5e-09	0.0125
6444	SGCD	5e-09	0.0144
8439	NSMAF	6e-09	0.0136
23704	KCNE4	6e-09	0.0127
