Entrez	Gene Symbol	P-value	Beta
348	APOE	0.0	0.3451
8854	ALDH1A2	1e-144	0.1028
255738	PCSK9	2e-144	0.3723
9415	FADS2	2e-104	0.0883
338	APOB	2e-98	0.0899
23383	MAU2	5e-48	0.1189
85440	DOCK7	1e-33	0.0499
64241	ABCG8	3e-32	0.0958
8882	ZPR1	1e-31	0.0658
23460	ABCA6	2e-20	0.1566
8701	DNAH11	2e-18	0.0417
3482	IGF2R	4e-18	0.0675
29881	NPC1L1	5e-17	0.0447
6484	ST3GAL4	5e-15	0.0533
5265	SERPINA1	1e-12	0.0318
84310	C7orf50	3e-12	0.031
9785	DHX38	9e-12	0.0332
7227	TRPS1	9e-12	0.0297
28983	TMPRSS11E	2e-11	0.0339
350	APOH	3e-11	0.0921
126695	KDF1	6e-11	0.0837
144108	SPTY2D1	2e-10	0.0273
675	BRCA2	4e-10	0.0298
29116	MYLIP	4e-10	0.0266
3837	KPNB1	8e-10	0.0245
2646	GCKR	9e-10	0.025
