Entrez	Gene Symbol	P-value	Beta
221037	JMJD1C	3e-208	2.42
5265	SERPINA1	1e-113	6.34
23135	KDM6B	6e-112	12.08
2646	GCKR	1e-67	1.39
2063	NR2F6	5e-42	3.05
126695	KDF1	8.000000000000001e-39	3.37
3083	HGFAC	1e-37	1.05
80339	PNPLA3	5e-34	1.16
7157	TP53	5e-33	4.15
10599	SLCO1B1	7.000000000000001e-29	1.23
6927	HNF1A	3e-27	0.89
127	ADH4	5e-24	0.89
7366	UGT2B15	6e-24	0.8
9513	FXR2	5e-23	3.09
1949	EFNB3	2e-22	4.06
80010	RMI1	5e-19	0.88
3172	HNF4A	4e-18	0.69
57555	NLGN2	1e-16	1.78
22864	R3HDM2	1e-16	0.76
7064	THOP1	2e-16	0.72
11200	CHEK2	9e-16	0.67
23331	TTC28	2e-15	0.63
65986	ZBTB10	4e-14	1.64
10613	ERLIN1	4e-14	0.6
2217	FCGRT	7e-14	1.2
124739	USP43	1e-13	0.67
23316	CUX2	1e-13	1.16
6581	SLC22A3	1e-13	0.58
54971	BANP	3e-13	0.61
8761	PABPC4	5e-13	0.67
79658	ARHGAP10	2e-12	0.64
4763	NF1	2e-12	0.6
64757	MTARC1	1e-11	0.59
169714	QSOX2	5e-11	0.52
57178	ZMIZ1	5e-11	0.54
8379	MAD1L1	1e-10	0.52
80709	AKNA	1e-10	0.51
2041	EPHA1	2e-10	1.15
283600	SLC25A47	2e-10	0.5
80351	TNKS2	3e-10	0.5
146691	TOM1L2	3e-10	0.54
5468	PPARG	3e-10	0.5
84988	PPP1R16A	4e-10	0.51
201294	UNC13D	5e-10	0.51
9520	NPEPPS	5e-10	0.49
3643	INSR	5e-10	0.5
350	APOH	6e-10	1.43
4774	NFIA	8e-10	0.91
57523	NYNRIN	9e-10	0.49
9792	SERTAD2	1e-09	0.59
3142	HLX	1e-09	0.51
6256	RXRA	2e-09	0.55
57554	LRRC7	2e-09	1.36
10786	SLC17A3	2e-09	0.53
6575	SLC20A2	2e-09	0.49
100507650	RNF212B	3e-09	0.52
22891	ZNF365	4e-09	0.95
7942	TFEB	5e-09	0.53
55512	SMPD3	5e-09	1.09
406	BMAL1	1e-08	0.49
3619	INCENP	1e-08	0.53
57678	GPAM	1e-08	0.5
3106	HLA-B	1e-08	0.47
7813	EVI5	1e-08	0.55
1523	CUX1	2e-08	0.46
388649	C1orf146	2e-08	0.55
9628	RGS6	2e-08	0.47
54622	ARL15	2e-08	0.7
55219	MACO1	2e-08	0.45
3708	ITPR1	2e-08	0.64
103	ADAR	2e-08	0.44
51593	SRRT	2e-08	0.8
55622	TTC27	3e-08	0.55
653689	GSTT2B	3e-08	0.46
84456	L3MBTL3	3e-08	0.47
22821	RASA3	4e-08	0.47
84665	MYPN	4e-08	0.45
7068	THRB	4e-08	0.48
55553	SOX6	4e-08	0.45
151516	ASPRV1	4e-08	0.43
