Entrez	Gene Symbol	Ensembl ID	P-value
348	APOE	ENSG00000130203	0.0
587	BCAT2	ENSG00000105552	4.1e-89
255738	PCSK9	ENSG00000169174	1.13e-87
23624	CBLC	ENSG00000142273	1.04e-75
338	APOB	ENSG00000084674	1.72e-61
3949	LDLR	ENSG00000130164	4.39e-36
5817	PVR	ENSG00000073008	4.48e-34
23460	ABCA6	ENSG00000154262	2.5e-27
4023	LPL	ENSG00000175445	1.27e-25
78992	YIPF2	ENSG00000130733	5.07e-24
64241	ABCG8	ENSG00000143921	7.379999999999999e-23
10087	CERT1	ENSG00000113163	3.14e-22
64240	ABCG5	ENSG00000138075	5.300000000000001e-21
134359	POC5	ENSG00000152359	4.53e-18
343263	MYBPHL	ENSG00000221986	2.35e-17
53345	TM6SF2	ENSG00000213996	2.22e-16
1463	NCAN	ENSG00000130287	6.91e-16
256006	ANKRD31	ENSG00000145700	8.56e-16
51085	MLXIPL	ENSG00000009950	1.13e-15
221037	JMJD1C	ENSG00000171988	7.22e-15
146894	CD300LG	ENSG00000161649	1.11e-14
125931	CEACAM20	ENSG00000273777	1.91e-14
23461	ABCA5	ENSG00000154265	4.86e-14
57678	GPAM	ENSG00000119927	7.48e-14
3837	KPNB1	ENSG00000108424	1.03e-13
9031	BAZ1B	ENSG00000009954	3.48e-13
169436	STKLD1	ENSG00000281245	1.62e-12
2524	FUT2	ENSG00000176920	9.16e-12
9388	LIPG	ENSG00000101670	1.25e-11
51129	ANGPTL4	ENSG00000167772	1.29e-11
350	APOH	ENSG00000091583	5.77e-11
10019	SH2B3	ENSG00000111252	1.17e-10
284612	SYPL2	ENSG00000143028	2.05e-10
94039	ZNF101	ENSG00000181896	9.22e-10
6927	HNF1A	ENSG00000135100	4.69e-09
353355	ZNF233	ENSG00000159915	7.75e-09
7772	ZNF229	ENSG00000278318	4.39e-08
29881	NPC1L1	ENSG00000015520	3.1e-06
27329	ANGPTL3	ENSG00000132855	6.43e-06
