Entrez	Gene Symbol	P-value	Beta
4059	BCAM	1e-200	0.403564
10452	TOMM40	1e-200	0.414611
8854	ALDH1A2	2.0000000000000002e-159	0.129519
1952	CELSR2	1e-73	0.10001
23460	ABCA6	3e-27	0.167061
28	ABO	6e-27	0.0638381
64241	ABCG8	9.000000000000001e-23	0.0482143
53345	TM6SF2	2e-22	0.0847908
5819	NECTIN2	3e-20	0.103968
6927	HNF1A	1e-14	0.0381954
6597	SMARCA4	3e-13	0.160761
6580	SLC22A1	7e-13	0.0415185
9388	LIPG	2e-12	0.141648
255738	PCSK9	2e-12	0.0902112
3117	HLA-DQA1	1e-11	0.0468004
85440	DOCK7	1e-11	0.0327151
3250	HPR	4e-11	0.0389062
90634	N4BP2L1	5e-11	0.031849
10349	ABCA10	5e-11	0.0449298
350	APOH	1e-10	0.0856333
6311	ATXN2	4e-10	0.0288522
6484	ST3GAL4	5e-10	0.046442
7227	TRPS1	1e-09	0.0312367
64757	MTARC1	1e-09	0.0302041
