Entrez	Gene Symbol	Ensembl ID	P-value
5884	RAD17	ENSG00000276618	4.92e-06
5734	PTGER4	ENSG00000171522	7.45e-06
340485	ACER2	ENSG00000177076	1.02e-05
5293	PIK3CD	ENSG00000171608	1.3e-05
55367	PIDD1	ENSG00000177595	1.59e-05
9375	TM9SF2	ENSG00000125304	1.74e-05
55007	FAM118A	ENSG00000100376	2.8e-05
83862	TMEM120A	ENSG00000189077	3.02e-05
4148	MATN3	ENSG00000132031	3.26e-05
29841	GRHL1	ENSG00000134317	4.15e-05
171023	ASXL1	ENSG00000171456	5.04e-05
8491	MAP4K3	ENSG00000011566	5.31e-05
55689	YEATS2	ENSG00000163872	5.42e-05
222950	NYAP1	ENSG00000166924	5.62e-05
25900	IFFO1	ENSG00000010295	6.17e-05
120227	CYP2R1	ENSG00000186104	6.21e-05
6601	SMARCC2	ENSG00000139613	7.1e-05
11176	BAZ2A	ENSG00000076108	7.46e-05
84962	AJUBA	ENSG00000129474	8.19e-05
80349	SKIC8	ENSG00000140395	8.23e-05
90050	FAM181A	ENSG00000273533	8.71e-05
4889	NPY5R	ENSG00000164129	9.22e-05
