Entrez	Gene Symbol	Ensembl ID	P-value
1071	CETP	ENSG00000087237	2.34e-291
348	APOE	ENSG00000130203	6.12e-220
4023	LPL	ENSG00000175445	6.479999999999999e-205
345	APOC3	ENSG00000110245	5.999999999999999e-126
116519	APOA5	ENSG00000110243	4.25e-103
8882	ZPR1	ENSG00000109917	9.69e-101
84811	BUD13	ENSG00000137656	1.88e-93
51129	ANGPTL4	ENSG00000167772	2.43e-91
11183	MAP4K5	ENSG00000012983	4.37e-78
51085	MLXIPL	ENSG00000009950	3.0999999999999996e-67
5049	PAFAH1B2	ENSG00000168092	1.89e-59
338	APOB	ENSG00000084674	3.23e-58
9031	BAZ1B	ENSG00000009954	3.63e-55
337	APOA4	ENSG00000110244	6.56e-54
146894	CD300LG	ENSG00000161649	5.26e-44
335	APOA1	ENSG00000118137	3.44e-37
4318	MMP9	ENSG00000100985	3.63e-33
84226	C2orf16	ENSG00000221843	3.9300000000000004e-33
11321	GPN1	ENSG00000198522	1.23e-31
9709	HERPUD1	ENSG00000051108	1.47e-26
8890	EIF2B4	ENSG00000115211	1.48e-23
26160	IFT172	ENSG00000138002	3.8600000000000003e-22
5140	PDE3B	ENSG00000152270	2.9000000000000004e-21
587	BCAT2	ENSG00000105552	7.67e-19
27329	ANGPTL3	ENSG00000132855	1.17e-18
23173	METAP1	ENSG00000164024	3.48e-18
90203	SNX21	ENSG00000124104	7.94e-18
5476	CTSA	ENSG00000064601	1.27e-17
22837	COBLL1	ENSG00000082438	2.24e-17
140831	ZSWIM3	ENSG00000132801	7.96e-16
3931	LCAT	ENSG00000213398	2.69e-14
6559	SLC12A3	ENSG00000070915	2.73e-14
23624	CBLC	ENSG00000142273	2.73e-14
10062	NR1H3	ENSG00000025434	3.02e-14
57159	TRIM54	ENSG00000138100	6.88e-14
8567	MADD	ENSG00000110514	7.4e-14
5360	PLTP	ENSG00000100979	8.14e-14
53	ACP2	ENSG00000134575	8.47e-14
949	SCARB1	ENSG00000073060	2.72e-12
8884	SLC5A6	ENSG00000138074	4.64e-12
113201	GOLM2	ENSG00000166734	5.14e-12
80212	CCDC92	ENSG00000275035	5.43e-12
53345	TM6SF2	ENSG00000213996	6.39e-12
90199	WFDC8	ENSG00000158901	2.28e-11
280664	WFDC10B	ENSG00000182931	2.73e-11
84277	DNAJC30	ENSG00000176410	3.6e-11
94137	RP1L1	ENSG00000183638	5.11e-11
4018	LPA	ENSG00000198670	5.39e-11
79797	ZNF408	ENSG00000175213	1.15e-10
84330	ZNF414	ENSG00000133250	1.47e-10
83706	FERMT3	ENSG00000149781	1.72e-10
5331	PLCB3	ENSG00000149782	1.73e-10
2147	F2	ENSG00000180210	2.58e-10
10005	ACOT8	ENSG00000101473	1.12e-09
259240	WFDC9	ENSG00000180205	1.38e-09
9026	HIP1R	ENSG00000130787	1.91e-09
2696	GIPR	ENSG00000010310	2.66e-09
4038	LRP4	ENSG00000134569	2.7e-09
84106	PRAM1	ENSG00000133246	3.05e-09
10019	SH2B3	ENSG00000111252	3.73e-09
63925	ZNF335	ENSG00000198026	3.87e-09
196385	DNAH10	ENSG00000281935	4.15e-09
1463	NCAN	ENSG00000130287	4.4e-09
9612	NCOR2	ENSG00000196498	4.75e-09
345275	HSD17B13	ENSG00000170509	5.98e-09
5817	PVR	ENSG00000073008	7.92e-09
8736	MYOM1	ENSG00000101605	6.54e-07
